;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 10000.000 cm^-3
;    T = 10.000000 K
;    Chi = 0.00010000000
;    xh = 0.0000000
;    xC = 1.0000000e-06
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.2830550e-23
      0.52933149   1.4955268e-23
      0.54983563   1.7452776e-23
      0.57113402   2.0389017e-23
      0.59325742   2.3841467e-23
      0.61623779   2.7901048e-23
      0.64010833   3.2674457e-23
      0.66490352   3.8286814e-23
      0.69065916   4.4884780e-23
      0.71741248   5.2640099e-23
      0.74520212   6.1753823e-23
      0.77406820   7.2461172e-23
      0.80405245   8.5037202e-23
      0.83519816   9.9803271e-23
      0.86755033   1.1713456e-22
      0.90115569   1.3746877e-22
      0.93606278   1.6131655e-22
      0.97232204   1.8927275e-22
       1.0099858   2.2203025e-22
       1.0491086   2.6039464e-22
       1.0897467   3.0530317e-22
       1.1319591   3.5784446e-22
       1.1758066   4.1928300e-22
       1.2213525   4.9108468e-22
       1.2686627   5.7494863e-22
       1.3178055   6.7284242e-22
       1.3688519   7.8704430e-22
       1.4218757   9.2018740e-22
       1.4769534   1.0753129e-21
       1.5341645   1.2559289e-21
       1.5935918   1.4660817e-21
       1.6553210   1.7104330e-21
       1.7194414   1.9943489e-21
       1.7860455   2.3239892e-21
       1.8552297   2.7064303e-21
       1.9270937   3.1497852e-21
       2.0017414   3.6633585e-21
       2.0792807   4.2577849e-21
       2.1598236   4.9452095e-21
       2.2434863   5.7394825e-21
       2.3303898   6.6563900e-21
       2.4206596   7.7138927e-21
       2.5144261   8.9323664e-21
       2.6118247   1.0334870e-20
       2.7129962   1.1947488e-20
       2.8180866   1.3799633e-20
       2.9272477   1.5924450e-20
       3.0406374   1.8359044e-20
       3.1584193   2.1144936e-20
       3.2807635   2.4328368e-20
       3.4078469   2.7960767e-20
       3.5398530   3.2098986e-20
       3.6769725   3.6805563e-20
       3.8194034   4.2148861e-20
       3.9673515   4.8203461e-20
       4.1210305   5.5049975e-20
       4.2806624   6.2775166e-20
       4.4464778   7.1471188e-20
       4.6187162   8.1235610e-20
       4.7976264   9.2170696e-20
       4.9834669   1.0438274e-19
       5.1765061   1.1798068e-19
       5.3770228   1.3307513e-19
       5.5853067   1.4977729e-19
       5.8016587   1.6819827e-19
       6.0263913   1.8844762e-19
       6.2598291   2.1063263e-19
       6.5023094   2.3485847e-19
       6.7541823   2.6122965e-19
       7.0158118   2.8985031e-19
       7.2875757   3.2082746e-19
       7.5698666   3.5427449e-19
       7.8630924   3.9031844e-19
       8.1676765   4.2910455e-19
       8.4840590   4.7080323e-19
       8.8126968   5.1561728e-19
       9.1540647   5.6379286e-19
       9.5086558   6.1562907e-19
       9.8769823   6.7147817e-19
       10.259576   7.3174797e-19
       10.656990   7.9690480e-19
       11.069799   8.6746579e-19
       11.498598   9.4398915e-19
       11.944006   1.0270481e-18
       12.406668   1.1172106e-18
       12.887252   1.2150042e-18
       13.386452   1.3208889e-18
       13.904988   1.4352160e-18
       14.443611   1.5581939e-18
       15.003097   1.6898661e-18
       15.584256   1.8300833e-18
       16.187927   1.9784864e-18
       16.814981   2.1345063e-18
       17.466325   2.2973522e-18
       18.142899   2.4660167e-18
       18.845681   2.6392684e-18
       19.575685   2.8156409e-18
       20.333968   2.9934278e-18
       21.121623   3.1706783e-18
       21.939788   3.3451825e-18
       22.789646   3.5144799e-18
       23.672424   3.6758585e-18
       24.589397   3.8263824e-18
       25.541890   3.9628896e-18
       26.531278   4.0820507e-18
       27.558992   4.1804200e-18
       28.626515   4.2544885e-18
       29.735389   4.3007869e-18
       30.887217   4.3159914e-18
       32.083662   4.2970604e-18
       33.326452   4.2414362e-18
       34.617383   4.1472477e-18
       35.958319   4.0135692e-18
       37.351197   3.8406626e-18
       38.798030   3.6302077e-18
       40.300908   3.3854796e-18
       41.862000   3.1114299e-18
       43.483563   2.8146267e-18
       45.167939   2.5030322e-18
       46.917561   2.1855888e-18
       48.734956   1.8716504e-18
       50.622749   1.5702892e-18
       52.583668   1.2895726e-18
       54.620545   1.0359201e-18
       56.736322   8.1364458e-19
       58.934055   6.2474709e-19
       61.216920   4.6901214e-19
       63.588214   3.4435842e-19
       66.051362   2.4737726e-19
       68.609922   1.7392834e-19
       71.267591   1.1968936e-19
       74.028206   8.0577034e-20
       76.895757   5.3010730e-20
       79.874385   3.4018829e-20
       82.968393   2.1242249e-20
       86.182250   1.2867489e-20
       89.520598   7.5346599e-21
       92.988261   4.2509615e-21
       96.590247   2.3017694e-21
       100.33176   1.1917479e-21
       104.21820   5.8783623e-22
       108.25519   2.7521602e-22
       112.44855   1.2135624e-22
       116.80435   5.0673674e-23
       121.32888   1.9841505e-23
       126.02866   7.2540819e-24
       130.91050   2.4651914e-24
       135.98144       0.0000000
       141.24880       0.0000000
       146.72021       0.0000000
       152.40355       0.0000000
       158.30704       0.0000000
       164.43921       0.0000000
       170.80891       0.0000000
       177.42535       0.0000000
       184.29809       0.0000000
       191.43704       0.0000000
       198.85253       0.0000000
       206.55527       0.0000000
       214.55638       0.0000000
       222.86742       0.0000000
       231.50039       0.0000000
       240.46777       0.0000000
       249.78251       0.0000000
       259.45807       0.0000000
       269.50841       0.0000000
       279.94807       0.0000000
       290.79211       0.0000000
       302.05621       0.0000000
       313.75664       0.0000000
       325.91029       0.0000000
       338.53473       0.0000000
       351.64818       0.0000000
       365.26960       0.0000000
       379.41865       0.0000000
       394.11578       0.0000000
       409.38222       0.0000000
       425.24002       0.0000000
       441.71208       0.0000000
       458.82220       0.0000000
       476.59510       0.0000000
       495.05645       0.0000000
       514.23292       0.0000000
       534.15220       0.0000000
       554.84308       0.0000000
       576.33544       0.0000000
       598.66032       0.0000000
       621.84998       0.0000000
       645.93791       0.0000000
       670.95891       0.0000000
       696.94912       0.0000000
       723.94609       0.0000000
       751.98880       0.0000000
       781.11778       0.0000000
       811.37510       0.0000000
       842.80446       0.0000000
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
