;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.3515300e-23
      0.52933149   1.4935050e-23
      0.54983563   1.6492757e-23
      0.57113402   1.8210150e-23
      0.59325742   2.0113119e-23
      0.61623779   2.2232161e-23
      0.64010833   2.4602657e-23
      0.66490352   2.7265751e-23
      0.69065916   3.0268879e-23
      0.71741248   3.3667146e-23
      0.74520212   3.7524270e-23
      0.77406820   4.1914800e-23
      0.80405245   4.6925591e-23
      0.83519816   5.2658624e-23
      0.86755033   5.9233344e-23
      0.90115569   6.6790309e-23
      0.93606278   7.5494814e-23
      0.97232204   8.5541282e-23
       1.0099858   9.7158677e-23
       1.0491086   1.1061628e-22
       1.0897467   1.2623147e-22
       1.1319591   1.4437809e-22
       1.1758066   1.6549638e-22
       1.2213525   1.9010517e-22
       1.2686627   2.1881528e-22
       1.3178055   2.5234674e-22
       1.3688519   2.9154773e-22
       1.4218757   3.3741767e-22
       1.4769534   3.9113375e-22
       1.5341645   4.5408204e-22
       1.5935918   5.2789522e-22
       1.6553210   6.1449576e-22
       1.7194414   7.1614758e-22
       1.7860455   8.3551533e-22
       1.8552297   9.7573473e-22
       1.9270937   1.1404956e-21
       2.0017414   1.3341387e-21
       2.0792807   1.5617697e-21
       2.1598236   1.8293932e-21
       2.2434863   2.1440684e-21
       2.3303898   2.5140919e-21
       2.4206596   2.9492121e-21
       2.5144261   3.4608829e-21
       2.6118247   4.0625563e-21
       2.7129962   4.7700254e-21
       2.8180866   5.6018291e-21
       2.9272477   6.5797239e-21
       3.0406374   7.7292251e-21
       3.1584193   9.0802585e-21
       3.2807635   1.0667903e-20
       3.4078469   1.2533267e-20
       3.5398530   1.4724503e-20
       3.6769725   1.7297989e-20
       3.8194034   2.0319698e-20
       3.9673515   2.3866800e-20
       4.1210305   2.8029493e-20
       4.2806624   3.2913163e-20
       4.4464778   3.8640807e-20
       4.6187162   4.5355917e-20
       4.7976264   5.3225637e-20
       4.9834669   6.2444593e-20
       5.1765061   7.3238908e-20
       5.3770228   8.5871211e-20
       5.5853067   1.0064583e-19
       5.8016587   1.1791471e-19
       6.0263913   1.3808402e-19
       6.2598291   1.6162148e-19
       6.5023094   1.8906366e-19
       6.7541823   2.2102418e-19
       7.0158118   2.5820133e-19
       7.2875757   3.0138693e-19
       7.5698666   3.5147269e-19
       7.8630924   4.0945702e-19
       8.1676765   4.7644682e-19
       8.4840590   5.5366045e-19
       8.8126968   6.4242255e-19
       9.1540647   7.4415139e-19
       9.5086558   8.6034940e-19
       9.8769823   9.9257210e-19
       10.259576   1.1423876e-18
       10.656990   1.3113465e-18
       11.069799   1.5009041e-18
       11.498598   1.7123886e-18
       11.944006   1.9468879e-18
       12.406668   2.2052373e-18
       12.887252   2.4878780e-18
       13.386452   2.7949183e-18
       13.904988   3.1259862e-18
       14.443611   3.4803160e-18
       15.003097   3.8567749e-18
       15.584256   4.2539023e-18
       16.187927   4.6700401e-18
       16.814981   5.1035062e-18
       17.466325   5.5525350e-18
       18.142899   6.0156223e-18
       18.845681   6.4911890e-18
       19.575685   6.9776638e-18
       20.333968   7.4730152e-18
       21.121623   7.9746005e-18
       21.939788   8.4784700e-18
       22.789646   8.9790675e-18
       23.672424   9.4689442e-18
       24.589397   9.9385435e-18
       25.541890   1.0376468e-17
       26.531278   1.0769930e-17
       27.558992   1.1105200e-17
       28.626515   1.1368672e-17
       29.735389   1.1547050e-17
       30.887217   1.1628243e-17
       32.083662   1.1601932e-17
       33.326452   1.1460260e-17
       34.617383   1.1198973e-17
       35.958319   1.0818819e-17
       37.351197   1.0326302e-17
       38.798030   9.7338619e-18
       40.300908   9.0592545e-18
       41.862000   8.3239308e-18
       43.483563   7.5512316e-18
       45.167939   6.7645483e-18
       46.917561   5.9855961e-18
       48.734956   5.2331395e-18
       50.622749   4.5222621e-18
       52.583668   3.8639949e-18
       54.620545   3.2654793e-18
       56.736322   2.7304333e-18
       58.934055   2.2597049e-18
       61.216920   1.8518840e-18
       63.588214   1.5038582e-18
       66.051362   1.2112683e-18
       68.609922   9.6884428e-19
       71.267591   7.7067382e-19
       74.028206   6.1048007e-19
       76.895757   4.8198357e-19
       79.874385   3.7932676e-19
       82.968393   2.9743779e-19
       86.182250   2.3220979e-19
       89.520598   1.8044554e-19
       92.988261   1.3963755e-19
       96.590247   1.0772496e-19
       100.33176   8.2938981e-20
       104.21820   6.3757126e-20
       108.25519   4.8914815e-20
       112.44855   3.7413632e-20
       116.80435   2.8497832e-20
       121.32888   2.1603472e-20
       126.02866   1.6300952e-20
       130.91050   1.2249933e-20
       135.98144   9.1737618e-21
       141.24880   6.8483434e-21
       146.72021   5.0962819e-21
       152.40355   3.7803535e-21
       158.30704   2.7954833e-21
       164.43921   2.0610655e-21
       170.80891   1.5151139e-21
       177.42535   1.1102302e-21
       184.29809   8.1062186e-22
       191.43704   5.8953517e-22
       198.85253   4.2699636e-22
       206.55527   3.0800297e-22
       214.55638   2.2123661e-22
       222.86742   1.5819085e-22
       231.50039   1.1253783e-22
       240.46777   7.9613373e-23
       249.78251   5.5987830e-23
       259.45807   3.9131355e-23
       269.50841   2.7174202e-23
       279.94807   1.8740256e-23
       290.79211   1.2825872e-23
       302.05621   8.7051669e-24
       313.75664   5.8556531e-24
       325.91029   3.9016640e-24
       338.53473   2.5737025e-24
       351.64818   1.6795796e-24
       365.26960   1.0834524e-24
       379.41865   6.9020661e-25
       394.11578   4.3379853e-25
       409.38222   2.6873422e-25
       425.24002   1.6393927e-25
       441.71208   9.8394871e-26
       458.82220   5.8044750e-26
       476.59510   3.3614930e-26
       495.05645   1.9082184e-26
       514.23292   1.0599334e-26
       534.15220   5.7504253e-27
       554.84308   3.0417524e-27
       576.33544   1.5656516e-27
       598.66032   7.8212543e-28
       621.84998   3.7782761e-28
       645.93791   1.7577530e-28
       670.95891   7.8385265e-29
       696.94912   3.3356126e-29
       723.94609   1.3482295e-29
       751.98880   5.1477940e-30
       781.11778   1.8351881e-30
       811.37510   6.1260950e-31
       842.80446   1.8841458e-31
       875.45127   5.2878686e-32
       909.36268   1.3404516e-32
       944.58768       0.0000000
       981.17715       0.0000000
