;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 0.400000 cm^-3
;    T = 6000.0000 K
;    Chi = 1.0000000
;    xh = 0.10000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.3810389e-23
      0.52933149   1.5284179e-23
      0.54983563   1.6917497e-23
      0.57113402   1.8736134e-23
      0.59325742   2.0770190e-23
      0.61623779   2.3054580e-23
      0.64010833   2.5629568e-23
      0.66490352   2.8541712e-23
      0.69065916   3.1844680e-23
      0.71741248   3.5600796e-23
      0.74520212   3.9882749e-23
      0.77406820   4.4775309e-23
      0.80405245   5.0377782e-23
      0.83519816   5.6806263e-23
      0.86755033   6.4197137e-23
      0.90115569   7.2710700e-23
      0.93606278   8.2535214e-23
      0.97232204   9.3891931e-23
       1.0099858   1.0704097e-22
       1.0491086   1.2228859e-22
       1.0897467   1.3999542e-22
       1.1319591   1.6058642e-22
       1.1758066   1.8456140e-22
       1.2213525   2.1250989e-22
       1.2686627   2.4512689e-22
       1.3178055   2.8323167e-22
       1.3688519   3.2779008e-22
       1.4218757   3.7994137e-22
       1.4769534   4.4102942e-22
       1.5341645   5.1263887e-22
       1.5935918   5.9663984e-22
       1.6553210   6.9523886e-22
       1.7194414   8.1103894e-22
       1.7860455   9.4711202e-22
       1.8552297   1.1070832e-21
       1.9270937   1.2952316e-21
       2.0017414   1.5166069e-21
       2.0792807   1.7771689e-21
       2.1598236   2.0839525e-21
       2.2434863   2.4452606e-21
       2.3303898   2.8708936e-21
       2.4206596   3.3724179e-21
       2.5144261   3.9634815e-21
       2.6118247   4.6601901e-21
       2.7129962   5.4815509e-21
       2.8180866   6.4499828e-21
       2.9272477   7.5919304e-21
       3.0406374   8.9385756e-21
       3.1584193   1.0526679e-20
       3.2807635   1.2399555e-20
       3.4078469   1.4608240e-20
       3.5398530   1.7212807e-20
       3.6769725   2.0283944e-20
       3.8194034   2.3904732e-20
       3.9673515   2.8172763e-20
       4.1210305   3.3202562e-20
       4.2806624   3.9128273e-20
       4.4464778   4.6106855e-20
       4.6187162   5.4321606e-20
       4.7976264   6.3986225e-20
       4.9834669   7.5348988e-20
       5.1765061   8.8697812e-20
       5.3770228   1.0436525e-19
       5.5853067   1.2273413e-19
       5.8016587   1.4424291e-19
       6.0263913   1.6939081e-19
       6.2598291   1.9874304e-19
       6.5023094   2.3293522e-19
       6.7541823   2.7267422e-19
       7.0158118   3.1873985e-19
       7.2875757   3.7198006e-19
       7.5698666   4.3330709e-19
       7.8630924   5.0367689e-19
       8.1676765   5.8408079e-19
       8.4840590   6.7551059e-19
       8.8126968   7.7892993e-19
       9.1540647   8.9523409e-19
       9.5086558   1.0251932e-18
       9.8769823   1.1694163e-18
       10.259576   1.3282967e-18
       10.656990   1.5019443e-18
       11.069799   1.6901811e-18
       11.498598   1.8924831e-18
       11.944006   2.1080329e-18
       12.406668   2.3356579e-18
       12.887252   2.5740060e-18
       13.386452   2.8215045e-18
       13.904988   3.0765233e-18
       14.443611   3.3375047e-18
       15.003097   3.6028912e-18
       15.584256   3.8712713e-18
       16.187927   4.1412778e-18
       16.814981   4.4113560e-18
       17.466325   4.6796146e-18
       18.142899   4.9435102e-18
       18.845681   5.1995772e-18
       19.575685   5.4432504e-18
       20.333968   5.6688744e-18
       21.121623   5.8697233e-18
       21.939788   6.0384599e-18
       22.789646   6.1676300e-18
       23.672424   6.2501065e-18
       24.589397   6.2796602e-18
       25.541890   6.2513543e-18
       26.531278   6.1617331e-18
       27.558992   6.0091877e-18
       28.626515   5.7943882e-18
       29.735389   5.5207711e-18
       30.887217   5.1948121e-18
       32.083662   4.8258771e-18
       33.326452   4.4254905e-18
       34.617383   4.0063221e-18
       35.958319   3.5810851e-18
       37.351197   3.1614672e-18
       38.798030   2.7575109e-18
       40.300908   2.3771673e-18
       41.862000   2.0261644e-18
       43.483563   1.7081111e-18
       45.167939   1.4247576e-18
       46.917561   1.1763249e-18
       48.734956   9.6183870e-19
       50.622749   7.7943244e-19
       52.583668   6.2658751e-19
       54.620545   5.0032747e-19
       56.736322   3.9737235e-19
       58.934055   3.1430428e-19
       61.216920   2.4776608e-19
       63.588214   1.9467405e-19
       66.051362   1.5238656e-19
       68.609922   1.1877242e-19
       71.267591   9.2163852e-20
       74.028206   7.1241512e-20
       76.895757   5.4915564e-20
       79.874385   4.2254365e-20
       82.968393   3.2464202e-20
       86.182250   2.4893075e-20
       89.520598   1.9030255e-20
       92.988261   1.4490075e-20
       96.590247   1.0983787e-20
       100.33176   8.2902291e-21
       104.21820   6.2339138e-21
       108.25519   4.6727093e-21
       112.44855   3.4922075e-21
       116.80435   2.6023197e-21
       121.32888   1.9335140e-21
       126.02866   1.4325293e-21
       130.91050   1.0584870e-21
       135.98144   7.7997294e-22
       141.24880   5.7301941e-22
       146.72021   4.1955352e-22
       152.40355   3.0606021e-22
       158.30704   2.2242563e-22
       164.43921   1.6103308e-22
       170.80891   1.1612812e-22
       177.42535   8.3385605e-23
       184.29809   5.9587277e-23
       191.43704   4.2357215e-23
       198.85253   2.9942562e-23
       206.55527   2.1045166e-23
       214.55638   1.4702363e-23
       222.86742   1.0203934e-23
       231.50039   7.0307064e-24
       240.46777   4.8060710e-24
       249.78251   3.2576434e-24
       259.45807   2.1883914e-24
       269.50841   1.4561798e-24
       279.94807   9.5909817e-25
       290.79211   6.2473201e-25
       302.05621   4.0207447e-25
       313.75664   2.5545141e-25
       325.91029   1.6007254e-25
       338.53473   9.8846115e-26
       351.64818   6.0095849e-26
       365.26960   3.5936153e-26
       379.41865   2.1110763e-26
       394.11578   1.2165938e-26
       409.38222   6.8671316e-27
       425.24002   3.7905589e-27
       441.71208   2.0429525e-27
       458.82220   1.0731016e-27
       476.59510   5.4800690e-28
       495.05645   2.7115862e-28
       514.23292   1.2948121e-28
       534.15220   5.9405705e-29
       554.84308   2.6085220e-29
       576.33544   1.0909684e-29
       598.66032   4.3219673e-30
       621.84998   1.6105882e-30
       645.93791   5.5534015e-31
       670.95891   1.7896856e-31
       696.94912   5.2785872e-32
       723.94609   1.4106348e-32
       751.98880   3.3730054e-33
       781.11778       0.0000000
       811.37510       0.0000000
       842.80446       0.0000000
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
