;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 0.100000 cm^-3
;    T = 8000.0000 K
;    Chi = 1.0000000
;    xh = 0.990000
;    xC = 0.0010000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.1593846e-23
      0.52933149   1.2837032e-23
      0.54983563   1.4229696e-23
      0.57113402   1.5794310e-23
      0.59325742   1.7556729e-23
      0.61623779   1.9546812e-23
      0.64010833   2.1799122e-23
      0.66490352   2.4353793e-23
      0.69065916   2.7257505e-23
      0.71741248   3.0564665e-23
      0.74520212   3.4338743e-23
      0.77406820   3.8653904e-23
      0.80405245   4.3596872e-23
      0.83519816   4.9269149e-23
      0.86755033   5.5789641e-23
      0.90115569   6.3297782e-23
      0.93606278   7.1957118e-23
      0.97232204   8.1959687e-23
       1.0099858   9.3531071e-23
       1.0491086   1.0693639e-22
       1.0897467   1.2248732e-22
       1.1319591   1.4055051e-22
       1.1758066   1.6155732e-22
       1.2213525   1.8601535e-22
       1.2686627   2.1452214e-22
       1.3178055   2.4778119e-22
       1.3688519   2.8662070e-22
       1.4218757   3.3201624e-22
       1.4769534   3.8511680e-22
       1.5341645   4.4727600e-22
       1.5935918   5.2008903e-22
       1.6553210   6.0543589e-22
       1.7194414   7.0553249e-22
       1.7860455   8.2299179e-22
       1.8552297   9.6089525e-22
       1.9270937   1.1228765e-21
       2.0017414   1.3132219e-21
       2.0792807   1.5369879e-21
       2.1598236   1.8001401e-21
       2.2434863   2.1097156e-21
       2.3303898   2.4740193e-21
       2.4206596   2.9028500e-21
       2.5144261   3.4077699e-21
       2.6118247   4.0024227e-21
       2.7129962   4.7029049e-21
       2.8180866   5.5282058e-21
       2.9272477   6.5007397e-21
       3.0406374   7.6469403e-21
       3.1584193   8.9979827e-21
       3.2807635   1.0590640e-20
       3.4078469   1.2468266e-20
       3.5398530   1.4681966e-20
       3.6769725   1.7291960e-20
       3.8194034   2.0369157e-20
       3.9673515   2.3997022e-20
       4.1210305   2.8273761e-20
       4.2806624   3.3314767e-20
       4.4464778   3.9255547e-20
       4.6187162   4.6255033e-20
       4.7976264   5.4499424e-20
       4.9834669   6.4206456e-20
       5.1765061   7.5630275e-20
       5.3770228   8.9067048e-20
       5.5853067   1.0486087e-19
       5.8016587   1.2341059e-19
       6.0263913   1.4517697e-19
       6.2598291   1.7069021e-19
       6.5023094   2.0055727e-19
       6.7541823   2.3546994e-19
       7.0158118   2.7621161e-19
       7.2875757   3.2366333e-19
       7.5698666   3.7880629e-19
       7.8630924   4.4272510e-19
       8.1676765   5.1659961e-19
       8.4840590   6.0170105e-19
       8.8126968   6.9937319e-19
       9.1540647   8.1100434e-19
       9.5086558   9.3799884e-19
       9.8769823   1.0817323e-18
       10.259576   1.2434949e-18
       10.656990   1.4244252e-18
       11.069799   1.6254476e-18
       11.498598   1.8472070e-18
       11.944006   2.0899707e-18
       12.406668   2.3536317e-18
       12.887252   2.6376058e-18
       13.386452   2.9408594e-18
       13.904988   3.2619386e-18
       14.443611   3.5990184e-18
       15.003097   3.9499935e-18
       15.584256   4.3126431e-18
       16.187927   4.6847514e-18
       16.814981   5.0642704e-18
       17.466325   5.4492560e-18
       18.142899   5.8380290e-18
       18.845681   6.2288418e-18
       19.575685   6.6196487e-18
       20.333968   7.0078273e-18
       21.121623   7.3895755e-18
       21.939788   7.7597045e-18
       22.789646   8.1114614e-18
       23.672424   8.4365500e-18
       24.589397   8.7253772e-18
       25.541890   8.9675827e-18
       26.531278   9.1527214e-18
       27.558992   9.2707129e-18
       28.626515   9.3124170e-18
       29.735389   9.2699909e-18
       30.887217   9.1374324e-18
       32.083662   8.9113130e-18
       33.326452   8.5919179e-18
       34.617383   8.1841388e-18
       35.958319   7.6977530e-18
       37.351197   7.1469540e-18
       38.798030   6.5491279e-18
       40.300908   5.9233733e-18
       41.862000   5.2887298e-18
       43.483563   4.6628878e-18
       45.167939   4.0610460e-18
       46.917561   3.4952207e-18
       48.734956   2.9740074e-18
       50.622749   2.5027264e-18
       52.583668   2.0838442e-18
       54.620545   1.7174688e-18
       56.736322   1.4019090e-18
       58.934055   1.1341810e-18
       61.216920   9.1037211e-19
       63.588214   7.2592657e-19
       66.051362   5.7587745e-19
       68.609922   4.5508585e-19
       71.267591   3.5852940e-19
       74.028206   2.8161895e-19
       76.895757   2.2044592e-19
       79.874385   1.7187362e-19
       82.968393   1.3346133e-19
       86.182250   1.0328262e-19
       89.520598   7.9746368e-20
       92.988261   6.1493076e-20
       96.590247   4.7368532e-20
       100.33176   3.6429854e-20
       104.21820   2.7942832e-20
       108.25519   2.1355699e-20
       112.44855   1.6256191e-20
       116.80435   1.2328087e-20
       121.32888   9.3197028e-21
       126.02866   7.0267854e-21
       130.91050   5.2850882e-21
       135.98144   3.9654584e-21
       141.24880   2.9682058e-21
       146.72021   2.2167618e-21
       152.40355   1.6520867e-21
       158.30704   1.2286209e-21
       164.43921   9.1149148e-22
       170.80891   6.7434465e-22
       177.42535   4.9740594e-22
       184.29809   3.6579110e-22
       191.43704   2.6820374e-22
       198.85253   1.9604267e-22
       206.55527   1.4280099e-22
       214.55638   1.0361012e-22
       222.86742   7.4852627e-23
       231.50039   5.3836048e-23
       240.46777   3.8543762e-23
       249.78251   2.7462312e-23
       259.45807   1.9462703e-23
       269.50841   1.3711270e-23
       279.94807   9.5965894e-24
       290.79211   6.6702457e-24
       302.05621   4.6025535e-24
       313.75664   3.1512022e-24
       325.91029   2.1392667e-24
       338.53473   1.4387600e-24
       351.64818   9.5780261e-25
       365.26960   6.3066939e-25
       379.41865   4.1043491e-25
       394.11578   2.6378870e-25
       409.38222   1.6727503e-25
       425.24002   1.0454693e-25
       441.71208   6.4329506e-26
       458.82220   3.8924622e-26
       476.59510   2.3134150e-26
       495.05645   1.3489059e-26
       514.23292   7.7070803e-27
       534.15220   4.3089615e-27
       554.84308   2.3529462e-27
       576.33544   1.2517381e-27
       598.66032   6.4673649e-28
       621.84998   3.2343671e-28
       645.93791   1.5598933e-28
       670.95891   7.2238187e-29
       696.94912   3.1944834e-29
       723.94609   1.3401307e-29
       751.98880   5.2907554e-30
       781.11778   1.9492278e-30
       811.37510   6.6435803e-31
       842.80446   2.0611606e-31
       875.45127   5.8394155e-32
       909.36268   1.4733605e-32
       944.58768   3.2446348e-33
       981.17715       0.0000000
