;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.0569299e-23
      0.52933149   1.1725042e-23
      0.54983563   1.3033464e-23
      0.57113402   1.4518680e-23
      0.59325742   1.6208911e-23
      0.61623779   1.8137290e-23
      0.64010833   2.0342631e-23
      0.66490352   2.2870509e-23
      0.69065916   2.5774487e-23
      0.71741248   2.9117541e-23
      0.74520212   3.2973744e-23
      0.77406820   3.7430232e-23
      0.80405245   4.2589460e-23
      0.83519816   4.8571949e-23
      0.86755033   5.5519730e-23
      0.90115569   6.3600010e-23
      0.93606278   7.3009189e-23
      0.97232204   8.3978659e-23
       1.0099858   9.6781027e-23
       1.0491086   1.1173668e-22
       1.0897467   1.2922249e-22
       1.1319591   1.4968211e-22
       1.1758066   1.7363757e-22
       1.2213525   2.0170199e-22
       1.2686627   2.3459680e-22
       1.3178055   2.7317023e-22
       1.3688519   3.1841862e-22
       1.4218757   3.7151302e-22
       1.4769534   4.3382922e-22
       1.5341645   5.0698235e-22
       1.5935918   5.9286953e-22
       1.6553210   6.9371756e-22
       1.7194414   8.1213829e-22
       1.7860455   9.5119772e-22
       1.8552297   1.1144905e-21
       1.9270937   1.3062303e-21
       2.0017414   1.5313594e-21
       2.0792807   1.7956644e-21
       2.1598236   2.1059262e-21
       2.2434863   2.4700890e-21
       2.3303898   2.8974475e-21
       2.4206596   3.3988798e-21
       2.5144261   3.9871243e-21
       2.6118247   4.6770672e-21
       2.7129962   5.4861232e-21
       2.8180866   6.4346515e-21
       2.9272477   7.5464398e-21
       3.0406374   8.8492661e-21
       3.1584193   1.0375583e-20
       3.2807635   1.2163283e-20
       3.4078469   1.4256554e-20
       3.5398530   1.6706942e-20
       3.6769725   1.9574537e-20
       3.8194034   2.2929381e-20
       3.9673515   2.6852990e-20
       4.1210305   3.1440236e-20
       4.2806624   3.6801482e-20
       4.4464778   4.3064955e-20
       4.6187162   5.0379489e-20
       4.7976264   5.8917637e-20
       4.9834669   6.8879240e-20
       5.1765061   8.0495518e-20
       5.3770228   9.4033301e-20
       5.5853067   1.0980012e-19
       5.8016587   1.2814930e-19
       6.0263913   1.4948596e-19
       6.2598291   1.7427296e-19
       6.5023094   2.0303715e-19
       6.7541823   2.3637567e-19
       7.0158118   2.7496169e-19
       7.2875757   3.1954893e-19
       7.5698666   3.7097526e-19
       7.8630924   4.3016391e-19
       8.1676765   4.9812371e-19
       8.4840590   5.7593806e-19
       8.8126968   6.6475968e-19
       9.1540647   7.6578960e-19
       9.5086558   8.8025342e-19
       9.8769823   1.0093677e-18
       10.259576   1.1543055e-18
       10.656990   1.3161420e-18
       11.069799   1.4958094e-18
       11.498598   1.6940615e-18
       11.944006   1.9113831e-18
       12.406668   2.1479896e-18
       12.887252   2.4038195e-18
       13.386452   2.6784749e-18
       13.904988   2.9713051e-18
       14.443611   3.2814414e-18
       15.003097   3.6078661e-18
       15.584256   3.9495320e-18
       16.187927   4.3054550e-18
       16.814981   4.6747696e-18
       17.466325   5.0566965e-18
       18.142899   5.4505893e-18
       18.845681   5.8555115e-18
       19.575685   6.2701130e-18
       20.333968   6.6921472e-18
       21.121623   7.1181366e-18
       21.939788   7.5430251e-18
       22.789646   7.9600935e-18
       23.672424   8.3608918e-18
       24.589397   8.7355426e-18
       25.541890   9.0732854e-18
       26.531278   9.3625791e-18
       27.558992   9.5917300e-18
       28.626515   9.7493376e-18
       29.735389   9.8245193e-18
       30.887217   9.8076096e-18
       32.083662   9.6913012e-18
       33.326452   9.4717392e-18
       34.617383   9.1495923e-18
       35.958319   8.7306919e-18
       37.351197   8.2257974e-18
       38.798030   7.6500106e-18
       40.300908   7.0217969e-18
       41.862000   6.3613430e-18
       43.483563   5.6890055e-18
       45.167939   5.0238524e-18
       46.917561   4.3823542e-18
       48.734956   3.7776048e-18
       50.622749   3.2190877e-18
       52.583668   2.7127823e-18
       54.620545   2.2616046e-18
       56.736322   1.8659798e-18
       58.934055   1.5243931e-18
       61.216920   1.2339062e-18
       63.588214   9.9056754e-19
       66.051362   7.8969581e-19
       68.609922   6.2611057e-19
       71.267591   4.9437183e-19
       74.028206   3.8908664e-19
       76.895757   3.0526628e-19
       79.874385   2.3862839e-19
       82.968393   1.8572937e-19
       86.182250   1.4389897e-19
       89.520598   1.1104446e-19
       92.988261   8.5445671e-20
       96.590247   6.5630236e-20
       100.33176   5.0339371e-20
       104.21820   3.8536532e-20
       108.25519   2.9410455e-20
       112.44855   2.2351181e-20
       116.80435   1.6905089e-20
       121.32888   1.2726648e-20
       126.02866   9.5420782e-21
       130.91050   7.1293078e-21
       135.98144   5.3092746e-21
       141.24880   3.9409345e-21
       146.72021   2.9155558e-21
       152.40355   2.1500009e-21
       158.30704   1.5805452e-21
       164.43921   1.1582771e-21
       170.80891   8.4591830e-22
       177.42535   6.1541437e-22
       184.29809   4.4584061e-22
       191.43704   3.2159055e-22
       198.85253   2.3095213e-22
       206.55527   1.6510804e-22
       214.55638   1.1745421e-22
       222.86742   8.3095831e-23
       231.50039   5.8435141e-23
       240.46777   4.0831821e-23
       249.78251   2.8342744e-23
       259.45807   1.9536865e-23
       269.50841   1.3365922e-23
       279.94807   9.0690564e-24
       290.79211   6.0985091e-24
       302.05621   4.0616361e-24
       313.75664   2.6775774e-24
       325.91029   1.7461452e-24
       338.53473   1.1256363e-24
       351.64818   7.1666717e-25
       365.26960   4.5021299e-25
       379.41865   2.7877676e-25
       394.11578   1.6997818e-25
       409.38222   1.0195287e-25
       425.24002   6.0098170e-26
       441.71208   3.4779897e-26
       458.82220   1.9734001e-26
       476.59510   1.0958937e-26
       495.05645   5.9445298e-27
       514.23292   3.1432537e-27
       534.15220   1.6169055e-27
       554.84308   8.0726572e-28
       576.33544   3.9006199e-28
       598.66032   1.8165921e-28
       621.84998   8.1165060e-29
       645.93791   3.4625169e-29
       670.95891   1.4037989e-29
       696.94912   5.3551191e-30
       723.94609   1.9338900e-30
       751.98880   6.5159390e-31
       781.11778   2.0305746e-31
       811.37510   5.7966488e-32
       842.80446   1.5006825e-32
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
