;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 10000.000 cm^-3
;    T = 10.000000 K
;    Chi = 0.00010000000
;    xh = 0.0000000
;    xC = 1.0000000e-06
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.2865681e-23
      0.52933149   1.4998779e-23
      0.54983563   1.7506168e-23
      0.57113402   2.0454034e-23
      0.59325742   2.3920122e-23
      0.61623779   2.7995681e-23
      0.64010833   3.2787781e-23
      0.66490352   3.8421930e-23
      0.69065916   4.5045236e-23
      0.71741248   5.2829992e-23
      0.74520212   6.1977899e-23
      0.77406820   7.2724853e-23
      0.80405245   8.5346597e-23
      0.83519816   1.0016536e-22
      0.86755033   1.1755733e-22
      0.90115569   1.3796150e-22
      0.93606278   1.6188951e-22
      0.97232204   1.8993760e-22
       1.0099858   2.2279986e-22
       1.0491086   2.6128417e-22
       1.0897467   3.0632967e-22
       1.1319591   3.5902679e-22
       1.1758066   4.2064167e-22
       1.2213525   4.9264294e-22
       1.2686627   5.7673308e-22
       1.3178055   6.7488329e-22
       1.3688519   7.8937352e-22
       1.4218757   9.2283920e-22
       1.4769534   1.0783257e-21
       1.5341645   1.2593474e-21
       1.5935918   1.4699555e-21
       1.6553210   1.7148117e-21
       1.7194414   1.9992835e-21
       1.7860455   2.3295375e-21
       1.8552297   2.7126617e-21
       1.9270937   3.1567723e-21
       2.0017414   3.6711670e-21
       2.0792807   4.2664785e-21
       2.1598236   4.9548622e-21
       2.2434863   5.7501842e-21
       2.3303898   6.6682286e-21
       2.4206596   7.7269245e-21
       2.5144261   8.9466407e-21
       2.6118247   1.0350442e-20
       2.7129962   1.1964432e-20
       2.8180866   1.3817994e-20
       2.9272477   1.5944188e-20
       3.0406374   1.8380083e-20
       3.1584193   2.1167195e-20
       3.2807635   2.4351756e-20
       3.4078469   2.7985085e-20
       3.5398530   3.2123824e-20
       3.6769725   3.6830386e-20
       3.8194034   4.2173101e-20
       3.9673515   4.8226397e-20
       4.1210305   5.5070573e-20
       4.2806624   6.2791879e-20
       4.4464778   7.1482244e-20
       4.6187162   8.1239018e-20
       4.7976264   9.2164002e-20
       4.9834669   1.0436268e-19
       5.1765061   1.1794316e-19
       5.3770228   1.3301573e-19
       5.5853067   1.4969092e-19
       5.8016587   1.6807903e-19
       6.0263913   1.8828816e-19
       6.2598291   2.1042534e-19
       6.5023094   2.3459510e-19
       6.7541823   2.6090123e-19
       7.0158118   2.8944665e-19
       7.2875757   3.2033804e-19
       7.5698666   3.5369006e-19
       7.8630924   3.8962957e-19
       8.1676765   4.2830084e-19
       8.4840590   4.6987417e-19
       8.8126968   5.1455509e-19
       9.1540647   5.6259298e-19
       9.5086558   6.1428595e-19
       9.8769823   6.6998521e-19
       10.259576   7.3010107e-19
       10.656990   7.9510339e-19
       11.069799   8.6551017e-19
       11.498598   9.4187654e-19
       11.944006   1.0247751e-18
       12.406668   1.1147711e-18
       12.887252   1.2123952e-18
       13.386452   1.3181015e-18
       13.904988   1.4322361e-18
       14.443611   1.5550062e-18
       15.003097   1.6864507e-18
       15.584256   1.8264152e-18
       16.187927   1.9745405e-18
       16.814981   2.1302555e-18
       17.466325   2.2927763e-18
       18.142899   2.4610918e-18
       18.845681   2.6339724e-18
       19.575685   2.8099513e-18
       20.333968   2.9873266e-18
       21.121623   3.1641499e-18
       21.939788   3.3382155e-18
       22.789646   3.5070654e-18
       23.672424   3.6680059e-18
       24.589397   3.8180807e-18
       25.541890   3.9541429e-18
       26.531278   4.0728734e-18
       27.558992   4.1708247e-18
       28.626515   4.2445063e-18
       29.735389   4.2904538e-18
       30.887217   4.3053430e-18
       32.083662   4.2861455e-18
       33.326452   4.2303118e-18
       34.617383   4.1359859e-18
       35.958319   4.0022538e-18
       37.351197   3.8293888e-18
       38.798030   3.6190813e-18
       40.300908   3.3746153e-18
       41.862000   3.1009510e-18
       43.483563   2.8046537e-18
       45.167939   2.4936803e-18
       46.917561   2.1769659e-18
       48.734956   1.8638477e-18
       50.622749   1.5633650e-18
       52.583668   1.2835568e-18
       54.620545   1.0308113e-18
       56.736322   8.0940827e-19
       58.934055   6.2131944e-19
       61.216920   4.6630691e-19
       63.588214   3.4227556e-19
       66.051362   2.4581203e-19
       68.609922   1.7277946e-19
       71.267591   1.1886341e-19
       74.028206   7.9998571e-20
       76.895757   5.2613642e-20
       79.874385   3.3752400e-20
       82.968393   2.1067812e-20
       86.182250   1.2756329e-20
       89.520598   7.4659817e-21
       92.988261   4.2099308e-21
       96.590247   2.2781809e-21
       100.33176   1.1787539e-21
       104.21820   5.8100619e-22
       108.25519   2.7180441e-22
       112.44855   1.1975549e-22
       116.80435   4.9958770e-23
       121.32888   1.9542075e-23
       126.02866   7.1369729e-24
       130.91050   2.4226173e-24
       135.98144       0.0000000
       141.24880       0.0000000
       146.72021       0.0000000
       152.40355       0.0000000
       158.30704       0.0000000
       164.43921       0.0000000
       170.80891       0.0000000
       177.42535       0.0000000
       184.29809       0.0000000
       191.43704       0.0000000
       198.85253       0.0000000
       206.55527       0.0000000
       214.55638       0.0000000
       222.86742       0.0000000
       231.50039       0.0000000
       240.46777       0.0000000
       249.78251       0.0000000
       259.45807       0.0000000
       269.50841       0.0000000
       279.94807       0.0000000
       290.79211       0.0000000
       302.05621       0.0000000
       313.75664       0.0000000
       325.91029       0.0000000
       338.53473       0.0000000
       351.64818       0.0000000
       365.26960       0.0000000
       379.41865       0.0000000
       394.11578       0.0000000
       409.38222       0.0000000
       425.24002       0.0000000
       441.71208       0.0000000
       458.82220       0.0000000
       476.59510       0.0000000
       495.05645       0.0000000
       514.23292       0.0000000
       534.15220       0.0000000
       554.84308       0.0000000
       576.33544       0.0000000
       598.66032       0.0000000
       621.84998       0.0000000
       645.93791       0.0000000
       670.95891       0.0000000
       696.94912       0.0000000
       723.94609       0.0000000
       751.98880       0.0000000
       781.11778       0.0000000
       811.37510       0.0000000
       842.80446       0.0000000
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
