;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 0.100000 cm^-3
;    T = 8000.0000 K
;    Chi = 1.0000000
;    xh = 0.990000
;    xC = 0.0010000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.1672788e-23
      0.52933149   1.2922016e-23
      0.54983563   1.4320580e-23
      0.57113402   1.5890965e-23
      0.59325742   1.7659031e-23
      0.61623779   1.9654628e-23
      0.64010833   2.1912283e-23
      0.66490352   2.4472071e-23
      0.69065916   2.7380582e-23
      0.71741248   3.0692105e-23
      0.74520212   3.4469966e-23
      0.77406820   3.8788145e-23
      0.80405245   4.3733128e-23
      0.83519816   4.9406156e-23
      0.86755033   5.5925807e-23
      0.90115569   6.3431098e-23
      0.93606278   7.2085096e-23
      0.97232204   8.2079251e-23
       1.0099858   9.3638416e-23
       1.0491086   1.0702688e-22
       1.0897467   1.2255537e-22
       1.1319591   1.4058935e-22
       1.1758066   1.6155876e-22
       1.2213525   1.8596969e-22
       1.2686627   2.1441771e-22
       1.3178055   2.4760403e-22
       1.3688519   2.8635433e-22
       1.4218757   3.3164129e-22
       1.4769534   3.8461022e-22
       1.5341645   4.4661071e-22
       1.5935918   5.1923316e-22
       1.6553210   6.0435206e-22
       1.7194414   7.0417704e-22
       1.7860455   8.2131408e-22
       1.8552297   9.5883478e-22
       1.9270937   1.1203628e-21
       2.0017414   1.3101736e-21
       2.0792807   1.5333088e-21
       2.1598236   1.7957173e-21
       2.2434863   2.1044215e-21
       2.3303898   2.4677035e-21
       2.4206596   2.8953360e-21
       2.5144261   3.3988558e-21
       2.6118247   3.9918725e-21
       2.7129962   4.6904463e-21
       2.8180866   5.5135298e-21
       2.9272477   6.4834844e-21
       3.0406374   7.6266822e-21
       3.1584193   8.9742464e-21
       3.2807635   1.0562876e-20
       3.4078469   1.2435845e-20
       3.5398530   1.4644164e-20
       3.6769725   1.7247950e-20
       3.8194034   2.0317980e-20
       3.9673515   2.3937617e-20
       4.1210305   2.8204911e-20
       4.2806624   3.3235078e-20
       4.4464778   3.9163467e-20
       4.6187162   4.6148842e-20
       4.7976264   5.4377138e-20
       4.9834669   6.4065840e-20
       5.1765061   7.5468968e-20
       5.3770228   8.8882384e-20
       5.5853067   1.0465003e-19
       5.8016587   1.2317065e-19
       6.0263913   1.4490457e-19
       6.2598291   1.7038178e-19
       6.5023094   2.0020952e-19
       6.7541823   2.3507988e-19
       7.0158118   2.7577688e-19
       7.2875757   3.2318161e-19
       7.5698666   3.7827763e-19
       7.8630924   4.4214856e-19
       8.1676765   5.1598050e-19
       8.4840590   6.0104538e-19
       8.8126968   6.9868959e-19
       9.1540647   8.1031103e-19
       9.5086558   9.3732253e-19
       9.8769823   1.0811035e-18
       10.259576   1.2429549e-18
       10.656990   1.4240287e-18
       11.069799   1.6252693e-18
       11.498598   1.8473089e-18
       11.944006   2.0904840e-18
       12.406668   2.3546375e-18
       12.887252   2.6392380e-18
       13.386452   2.9432569e-18
       13.904988   3.2652293e-18
       14.443611   3.6033348e-18
       15.003097   3.9554935e-18
       15.584256   4.3194437e-18
       16.187927   4.6929589e-18
       16.814981   5.0739394e-18
       17.466325   5.4605043e-18
       18.142899   5.8508419e-18
       18.845681   6.2432977e-18
       19.575685   6.6357858e-18
       20.333968   7.0256221e-18
       21.121623   7.4090970e-18
       21.939788   7.7810440e-18
       22.789646   8.1346913e-18
       23.672424   8.4617187e-18
       24.589397   8.7525382e-18
       25.541890   8.9968130e-18
       26.531278   9.1839947e-18
       27.558992   9.3039716e-18
       28.626515   9.3475326e-18
       29.735389   9.3068296e-18
       30.887217   9.1757533e-18
       32.083662   8.9508390e-18
       33.326452   8.6322919e-18
       34.617383   8.2249074e-18
       35.958319   7.7384337e-18
       37.351197   7.1869526e-18
       38.798030   6.5879068e-18
       40.300908   5.9603465e-18
       41.862000   5.3234397e-18
       43.483563   4.6949893e-18
       45.167939   4.0903047e-18
       46.917561   3.5215124e-18
       48.734956   2.9973105e-18
       50.622749   2.5231302e-18
       52.583668   2.1014788e-18
       54.620545   1.7325093e-18
       56.736322   1.4145831e-18
       58.934055   1.1447368e-18
       61.216920   9.1906564e-19
       63.588214   7.3301300e-19
       66.051362   5.8160429e-19
       68.609922   4.5968281e-19
       71.267591   3.6220278e-19
       74.028206   2.8454676e-19
       76.895757   2.2277326e-19
       79.874385   1.7371690e-19
       82.968393   1.3491374e-19
       86.182250   1.0442035e-19
       89.520598   8.0632902e-20
       92.988261   6.2181477e-20
       96.590247   4.7902474e-20
       100.33176   3.6843952e-20
       104.21820   2.8263824e-20
       108.25519   2.1603912e-20
       112.44855   1.6447315e-20
       116.80435   1.2474580e-20
       121.32888   9.4314412e-21
       126.02866   7.1117234e-21
       130.91050   5.3494884e-21
       135.98144   4.0141716e-21
       141.24880   3.0049596e-21
       146.72021   2.2444225e-21
       152.40355   1.6728610e-21
       158.30704   1.2441946e-21
       164.43921   9.2314769e-22
       170.80891   6.8305128e-22
       177.42535   5.0389231e-22
       184.29809   3.7060921e-22
       191.43704   2.7177276e-22
       198.85253   1.9868039e-22
       206.55527   1.4474585e-22
       214.55638   1.0503999e-22
       222.86742   7.5900017e-23
       231.50039   5.4600119e-23
       240.46777   3.9098898e-23
       249.78251   2.7864080e-23
       259.45807   1.9752366e-23
       269.50841   1.3919179e-23
       279.94807   9.7449519e-24
       290.79211   6.7754657e-24
       302.05621   4.6767108e-24
       313.75664   3.2031227e-24
       325.91029   2.1753554e-24
       338.53473   1.4636510e-24
       351.64818   9.7482830e-25
       365.26960   6.4219165e-25
       379.41865   4.1814992e-25
       394.11578   2.6889595e-25
       409.38222   1.7061473e-25
       425.24002   1.0670220e-25
       441.71208   6.5700364e-26
       458.82220   3.9783973e-26
       476.59510   2.3663169e-26
       495.05645   1.3808796e-26
       514.23292   7.8966160e-27
       534.15220   4.4190355e-27
       554.84308   2.4154921e-27
       576.33544   1.2864449e-27
       598.66032   6.6552244e-28
       621.84998   3.3329868e-28
       645.93791   1.6099175e-28
       670.95891   7.4681864e-29
       696.94912   3.3088646e-29
       723.94609   1.3911266e-29
       751.98880   5.5055006e-30
       781.11778   2.0340609e-30
       811.37510   6.9544515e-31
       842.80446   2.1646082e-31
       875.45127   6.1562709e-32
       909.36268   1.5601662e-32
       944.58768   3.4532623e-33
       981.17715       0.0000000
