;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 0.400000 cm^-3
;    T = 6000.0000 K
;    Chi = 1.0000000
;    xh = 0.10000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.3906257e-23
      0.52933149   1.5393254e-23
      0.54983563   1.7038939e-23
      0.57113402   1.8869013e-23
      0.59325742   2.0913428e-23
      0.61623779   2.3206941e-23
      0.64010833   2.5789752e-23
      0.66490352   2.8708236e-23
      0.69065916   3.2016101e-23
      0.71741248   3.5775381e-23
      0.74520212   4.0058284e-23
      0.77406820   4.4949207e-23
      0.80405245   5.0546764e-23
      0.83519816   5.6966544e-23
      0.86755033   6.4343859e-23
      0.90115569   7.2837766e-23
      0.93606278   8.2635299e-23
      0.97232204   9.3956250e-23
       1.0099858   1.0705887e-22
       1.0491086   1.2224704e-22
       1.0897467   1.3987875e-22
       1.1319591   1.6037570e-22
       1.1758066   1.8423434e-22
       1.2213525   2.1203953e-22
       1.2686627   2.4448118e-22
       1.3178055   2.8237227e-22
       1.3688519   3.2667173e-22
       1.4218757   3.7851037e-22
       1.4769534   4.3922216e-22
       1.5341645   5.1038012e-22
       1.5935918   5.9384125e-22
       1.6553210   6.9179588e-22
       1.7194414   8.0682910e-22
       1.7860455   9.4199129e-22
       1.8552297   1.1008825e-21
       1.9270937   1.2877532e-21
       2.0017414   1.5076190e-21
       2.0792807   1.7663997e-21
       2.1598236   2.0710868e-21
       2.2434863   2.4299304e-21
       2.3303898   2.8526674e-21
       2.4206596   3.3507949e-21
       2.5144261   3.9378849e-21
       2.6118247   4.6299451e-21
       2.7129962   5.4458735e-21
       2.8180866   6.4079695e-21
       2.9272477   7.5425322e-21
       3.0406374   8.8805886e-21
       3.1584193   1.0458711e-20
       3.2807635   1.2320010e-20
       3.4078469   1.4515274e-20
       3.5398530   1.7104307e-20
       3.6769725   2.0157493e-20
       3.8194034   2.3757578e-20
       3.9673515   2.8001783e-20
       4.1210305   3.3004187e-20
       4.2806624   3.8898516e-20
       4.4464778   4.5841229e-20
       4.6187162   5.4015110e-20
       4.7976264   6.3633276e-20
       4.9834669   7.4943546e-20
       5.1765061   8.8233226e-20
       5.3770228   1.0383455e-19
       5.5853067   1.2212990e-19
       5.8016587   1.4355752e-19
       6.0263913   1.6861686e-19
       6.2598291   1.9787373e-19
       6.5023094   2.3196471e-19
       6.7541823   2.7159900e-19
       7.0158118   3.1755925e-19
       7.2875757   3.7069801e-19
       7.5698666   4.3193308e-19
       7.8630924   5.0222983e-19
       8.1676765   5.8258858e-19
       8.4840590   6.7401759e-19
       8.8126968   7.7749448e-19
       9.1540647   8.9393661e-19
       9.5086558   1.0241354e-18
       9.8769823   1.1687310e-18
       10.259576   1.3281355e-18
       10.656990   1.5024962e-18
       11.069799   1.6916540e-18
       11.498598   1.8951199e-18
       11.944006   2.1120801e-18
       12.406668   2.3413854e-18
       12.887252   2.5816747e-18
       13.386452   2.8313588e-18
       13.904988   3.0888130e-18
       14.443611   3.3524084e-18
       15.003097   3.6205623e-18
       15.584256   3.8918625e-18
       16.187927   4.1648602e-18
       16.814981   4.4380222e-18
       17.466325   4.7094660e-18
       18.142899   4.9766537e-18
       18.845681   5.2361801e-18
       19.575685   5.4835302e-18
       20.333968   5.7130320e-18
       21.121623   5.9179712e-18
       21.939788   6.0909839e-18
       22.789646   6.2245069e-18
       23.672424   6.3113034e-18
       24.589397   6.3450195e-18
       25.541890   6.3205416e-18
       26.531278   6.2343134e-18
       27.558992   6.0845953e-18
       28.626515   5.8719006e-18
       29.735389   5.5995030e-18
       30.887217   5.2737483e-18
       32.083662   4.9038870e-18
       33.326452   4.5014019e-18
       34.617383   4.0790285e-18
       35.958319   3.6496009e-18
       37.351197   3.2250568e-18
       38.798030   2.8156519e-18
       40.300908   2.4295647e-18
       41.862000   2.0727365e-18
       43.483563   1.7489722e-18
       45.167939   1.4601485e-18
       46.917561   1.2065928e-18
       48.734956   9.8740690e-19
       50.622749   8.0077127e-19
       52.583668   6.4419367e-19
       54.620545   5.1470150e-19
       56.736322   4.0900208e-19
       58.934055   3.2364913e-19
       61.216920   2.5523990e-19
       63.588214   2.0063375e-19
       66.051362   1.5712674e-19
       68.609922   1.2252844e-19
       71.267591   9.5124163e-20
       74.028206   7.3560061e-20
       76.895757   5.6721209e-20
       79.874385   4.3655256e-20
       82.968393   3.3549237e-20
       86.182250   2.5733100e-20
       89.520598   1.9680096e-20
       92.988261   1.4991556e-20
       96.590247   1.1369082e-20
       100.33176   8.5846756e-21
       104.21820   6.4577918e-21
       108.25519   4.8422424e-21
       112.44855   3.6201937e-21
       116.80435   2.6986720e-21
       121.32888   2.0058377e-21
       126.02866   1.4866526e-21
       130.91050   1.0988770e-21
       135.98144   8.1004557e-22
       141.24880   5.9536269e-22
       146.72021   4.3611325e-22
       152.40355   3.1829634e-22
       158.30704   2.3143567e-22
       164.43921   1.6764450e-22
       170.80891   1.2096393e-22
       177.42535   8.6911328e-23
       184.29809   6.2148435e-23
       191.43704   4.4209568e-23
       198.85253   3.1275677e-23
       206.55527   2.1999717e-23
       214.55638   1.5382465e-23
       222.86742   1.0685959e-23
       231.50039   7.3703587e-24
       240.46777   5.0438166e-24
       249.78251   3.4227894e-24
       259.45807   2.3021920e-24
       269.50841   1.5339420e-24
       279.94807   1.0117615e-24
       290.79211   6.6005841e-25
       302.05621   4.2551996e-25
       313.75664   2.7082909e-25
       325.91029   1.7003109e-25
       338.53473   1.0520640e-25
       351.64818   6.4098607e-26
       365.26960   3.8416309e-26
       379.41865   2.2622257e-26
       394.11578   1.3070967e-26
       409.38222   7.3988092e-27
       425.24002   4.0964135e-27
       441.71208   2.2149902e-27
       458.82220   1.1675696e-27
       476.59510   5.9853801e-28
       495.05645   2.9742503e-28
       514.23292   1.4269812e-28
       534.15220   6.5812441e-29
       554.84308   2.9067810e-29
       576.33544   1.2235566e-29
       598.66032   4.8819183e-30
       621.84998   1.8337922e-30
       645.93791   6.3754977e-31
       670.95891   2.0750051e-31
       696.94912   6.1869848e-32
       723.94609   1.6732923e-32
       751.98880   4.0574603e-33
       781.11778       0.0000000
       811.37510       0.0000000
       842.80446       0.0000000
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
