;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 0.100000 cm^-3
;    T = 8000.0000 K
;    Chi = 1.0000000
;    xh = 0.990000
;    xC = 0.0010000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.1701620e-23
      0.52933149   1.2953102e-23
      0.54983563   1.4353849e-23
      0.57113402   1.5926364e-23
      0.59325742   1.7696510e-23
      0.61623779   1.9694133e-23
      0.64010833   2.1953752e-23
      0.66490352   2.4515419e-23
      0.69065916   2.7425697e-23
      0.71741248   3.0738834e-23
      0.74520212   3.4518098e-23
      0.77406820   3.8837408e-23
      0.80405245   4.3783171e-23
      0.83519816   4.9456529e-23
      0.86755033   5.5975930e-23
      0.90115569   6.3480241e-23
      0.93606278   7.2132364e-23
      0.97232204   8.2123540e-23
       1.0099858   9.3678363e-23
       1.0491086   1.0706080e-22
       1.0897467   1.2258120e-22
       1.1319591   1.4060459e-22
       1.1758066   1.6156042e-22
       1.2213525   1.8595414e-22
       1.2686627   2.1438078e-22
       1.3178055   2.4754074e-22
       1.3688519   2.8625871e-22
       1.4218757   3.3150611e-22
       1.4769534   3.8442727e-22
       1.5341645   4.4637017e-22
       1.5935918   5.1892346e-22
       1.6553210   6.0395948e-22
       1.7194414   7.0368561e-22
       1.7860455   8.2070463e-22
       1.8552297   9.5808615e-22
       1.9270937   1.1194494e-21
       2.0017414   1.3090648e-21
       2.0792807   1.5319703e-21
       2.1598236   1.7941088e-21
       2.2434863   2.1024932e-21
       2.3303898   2.4654025e-21
       2.4206596   2.8925989e-21
       2.5144261   3.3956059e-21
       2.6118247   3.9880268e-21
       2.7129962   4.6859046e-21
       2.8180866   5.5081751e-21
       2.9272477   6.4771862e-21
       3.0406374   7.6192930e-21
       3.1584193   8.9655843e-21
       3.2807635   1.0552745e-20
       3.4078469   1.2424008e-20
       3.5398530   1.4630355e-20
       3.6769725   1.7231869e-20
       3.8194034   2.0299297e-20
       3.9673515   2.3915921e-20
       4.1210305   2.8179751e-20
       4.2806624   3.3205966e-20
       4.4464778   3.9129802e-20
       4.6187162   4.6109947e-20
       4.7976264   5.4332341e-20
       4.9834669   6.4014367e-20
       5.1765061   7.5409926e-20
       5.3770228   8.8814769e-20
       5.5853067   1.0457281e-19
       5.8016587   1.2308267e-19
       6.0263913   1.4480466e-19
       6.2598291   1.7026874e-19
       6.5023094   2.0008230e-19
       6.7541823   2.3493748e-19
       7.0158118   2.7561793e-19
       7.2875757   3.2300548e-19
       7.5698666   3.7808357e-19
       7.8630924   4.4193735e-19
       8.1676765   5.1575336e-19
       8.4840590   6.0080375e-19
       8.8126968   6.9843834e-19
       9.1540647   8.1005785e-19
       9.5086558   9.3707368e-19
       9.8769823   1.0808706e-18
       10.259576   1.2427535e-18
       10.656990   1.4238811e-18
       11.069799   1.6251974e-18
       11.498598   1.8473518e-18
       11.944006   2.0906628e-18
       12.406668   2.3549999e-18
       12.887252   2.6398311e-18
       13.386452   2.9441282e-18
       13.904988   3.2664309e-18
       14.443611   3.6049172e-18
       15.003097   3.9574967e-18
       15.584256   4.3219223e-18
       16.187927   4.6959560e-18
       16.814981   5.0774791e-18
       17.466325   5.4646118e-18
       18.142899   5.8555500e-18
       18.845681   6.2485783e-18
       19.575685   6.6416861e-18
       20.333968   7.0321475e-18
       21.121623   7.4162507e-18
       21.939788   7.7888585e-18
       22.789646   8.1431906e-18
       23.672424   8.4709344e-18
       24.589397   8.7625066e-18
       25.541890   9.0075160e-18
       26.531278   9.1954416e-18
       27.558992   9.3161490e-18
       28.626515   9.3604063e-18
       29.735389   9.3203308e-18
       30.887217   9.1897997e-18
       32.083662   8.9653329e-18
       33.326452   8.6471017e-18
       34.617383   8.2398986e-18
       35.958319   7.7533857e-18
       37.351197   7.2016528e-18
       38.798030   6.6021528e-18
       40.300908   5.9739302e-18
       41.862000   5.3361939e-18
       43.483563   4.7067871e-18
       45.167939   4.1010603e-18
       46.917561   3.5311797e-18
       48.734956   3.0058826e-18
       50.622749   2.5306437e-18
       52.583668   2.1079685e-18
       54.620545   1.7380456e-18
       56.736322   1.4192496e-18
       58.934055   1.1486243e-18
       61.216920   9.2226812e-19
       63.588214   7.3562406e-19
       66.051362   5.8371555e-19
       68.609922   4.6137749e-19
       71.267591   3.6355729e-19
       74.028206   2.8562622e-19
       76.895757   2.2363135e-19
       79.874385   1.7439657e-19
       82.968393   1.3544934e-19
       86.182250   1.0484005e-19
       89.520598   8.0959914e-20
       92.988261   6.2435423e-20
       96.590247   4.8099445e-20
       100.33176   3.6996747e-20
       104.21820   2.8382259e-20
       108.25519   2.1695492e-20
       112.44855   1.6517865e-20
       116.80435   1.2528641e-20
       121.32888   9.4726809e-21
       126.02866   7.1430757e-21
       130.91050   5.3732619e-21
       135.98144   4.0321552e-21
       141.24880   3.0185291e-21
       146.72021   2.2546365e-21
       152.40355   1.6805316e-21
       158.30704   1.2499450e-21
       164.43921   9.2745181e-22
       170.80891   6.8626645e-22
       177.42535   5.0628777e-22
       184.29809   3.7238872e-22
       191.43704   2.7309104e-22
       198.85253   1.9965485e-22
       206.55527   1.4546447e-22
       214.55638   1.0556830e-22
       222.86742   7.6287022e-23
       231.50039   5.4882473e-23
       240.46777   3.9304080e-23
       249.78251   2.8012606e-23
       259.45807   1.9859491e-23
       269.50841   1.3996053e-23
       279.94807   9.7998160e-24
       290.79211   6.8143931e-24
       302.05621   4.7041490e-24
       313.75664   3.2223335e-24
       325.91029   2.1887113e-24
       338.53473   1.4728720e-24
       351.64818   9.8113260e-25
       365.26960   6.4645943e-25
       379.41865   4.2100843e-25
       394.11578   2.7078891e-25
       409.38222   1.7185314e-25
       425.24002   1.0750184e-25
       441.71208   6.6209825e-26
       458.82220   4.0103076e-26
       476.59510   2.3859682e-26
       495.05645   1.3927630e-26
       514.23292   7.9670975e-27
       534.15220   4.4599918e-27
       554.84308   2.4387787e-27
       576.33544   1.2993904e-27
       598.66032   6.7253332e-28
       621.84998   3.3697922e-28
       645.93791   1.6286029e-28
       670.95891   7.5595616e-29
       696.94912   3.3516854e-29
       723.94609   1.4102441e-29
       751.98880   5.5861576e-30
       781.11778   2.0660315e-30
       811.37510   7.0716251e-31
       842.80446   2.2036808e-31
       875.45127   6.2762530e-32
       909.36268   1.5931314e-32
       944.58768   3.5327546e-33
       981.17715       0.0000000
