;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.3165007e-23
      0.52933149   1.4529923e-23
      0.54983563   1.6034487e-23
      0.57113402   1.7701353e-23
      0.59325742   1.9557079e-23
      0.61623779   2.1632614e-23
      0.64010833   2.3963643e-23
      0.66490352   2.6591476e-23
      0.69065916   2.9563958e-23
      0.71741248   3.2936609e-23
      0.74520212   3.6774023e-23
      0.77406820   4.1151844e-23
      0.80405245   4.6158661e-23
      0.83519816   5.1898415e-23
      0.86755033   5.8493165e-23
      0.90115569   6.6086711e-23
      0.93606278   7.4847977e-23
      0.97232204   8.4975784e-23
       1.0099858   9.6704369e-23
       1.0491086   1.1030958e-22
       1.0897467   1.2611597e-22
       1.1319591   1.4450583e-22
       1.1758066   1.6592987e-22
       1.2213525   1.9091894e-22
       1.2686627   2.2009807e-22
       1.3178055   2.5420344e-22
       1.3688519   2.9410254e-22
       1.4218757   3.4081702e-22
       1.4769534   3.9555031e-22
       1.5341645   4.5971853e-22
       1.5935918   5.3498974e-22
       1.6553210   6.2332687e-22
       1.7194414   7.2704011e-22
       1.7860455   8.4884872e-22
       1.8552297   9.9195046e-22
       1.9270937   1.1601071e-21
       2.0017414   1.3577430e-21
       2.0792807   1.5900579e-21
       2.1598236   1.8631649e-21
       2.2434863   2.1842462e-21
       2.3303898   2.5617409e-21
       2.4206596   3.0055605e-21
       2.5144261   3.5273421e-21
       2.6118247   4.1407440e-21
       2.7129962   4.8617978e-21
       2.8180866   5.7093071e-21
       2.9272477   6.7053277e-21
       3.0406374   7.8757174e-21
       3.1584193   9.2507839e-21
       3.2807635   1.0866029e-20
       3.4078469   1.2763036e-20
       3.5398530   1.4990485e-20
       3.6769725   1.7605339e-20
       3.8194034   2.0674210e-20
       3.9673515   2.4274981e-20
       4.1210305   2.8498614e-20
       4.2806624   3.3451317e-20
       4.4464778   3.9256984e-20
       4.6187162   4.6060057e-20
       4.7976264   5.4028641e-20
       4.9834669   6.3358353e-20
       5.1765061   7.4276402e-20
       5.3770228   8.7046351e-20
       5.5853067   1.0197336e-19
       5.8016587   1.1941011e-19
       6.0263913   1.3976329e-19
       6.2598291   1.6350064e-19
       6.5023094   1.9115820e-19
       6.7541823   2.2334817e-19
       7.0158118   2.6076661e-19
       7.2875757   3.0420152e-19
       7.5698666   3.5453801e-19
       7.8630924   4.1276590e-19
       8.1676765   4.7998115e-19
       8.4840590   5.5738425e-19
       8.8126968   6.4627799e-19
       9.1540647   7.4805503e-19
       9.5086558   8.6417916e-19
       9.8769823   9.9616226e-19
       10.259576   1.1455166e-18
       10.656990   1.3137262e-18
       11.069799   1.5021743e-18
       11.498598   1.7121015e-18
       11.944006   1.9445027e-18
       12.406668   2.2001069e-18
       12.887252   2.4792983e-18
       13.386452   2.7820469e-18
       13.904988   3.1079498e-18
       14.443611   3.4561979e-18
       15.003097   3.8256175e-18
       15.584256   4.2148141e-18
       16.187927   4.6221501e-18
       16.814981   5.0461212e-18
       17.466325   5.4850591e-18
       18.142899   5.9375928e-18
       18.845681   6.4022761e-18
       19.575685   6.8775987e-18
       20.333968   7.3616128e-18
       21.121623   7.8515138e-18
       21.939788   8.3432843e-18
       22.789646   8.8311562e-18
       23.672424   9.3074883e-18
       24.589397   9.7626091e-18
       25.541890   1.0185206e-17
       26.531278   1.0562508e-17
       27.558992   1.0881104e-17
       28.626515   1.1127727e-17
       29.735389   1.1289536e-17
       30.887217   1.1354855e-17
       32.083662   1.1313752e-17
       33.326452   1.1158889e-17
       34.617383   1.0886633e-17
       35.958319   1.0498510e-17
       37.351197   1.0001825e-17
       38.798030   9.4096313e-18
       40.300908   8.7399528e-18
       41.862000   8.0141589e-18
       43.483563   7.2552340e-18
       45.167939   6.4859821e-18
       46.917561   5.7273062e-18
       48.734956   4.9971070e-18
       50.622749   4.3095795e-18
       52.583668   3.6749315e-18
       54.620545   3.0996067e-18
       56.736322   2.5867515e-18
       58.934055   2.1367790e-18
       61.216920   1.7479794e-18
       63.588214   1.4170712e-18
       66.051362   1.1396104e-18
       68.609922   9.1030979e-19
       71.267591   7.2329968e-19
       74.028206   5.7240919e-19
       76.895757   4.5153171e-19
       79.874385   3.5503816e-19
       82.968393   2.7811165e-19
       86.182250   2.1688637e-19
       89.520598   1.6836063e-19
       92.988261   1.3016846e-19
       96.590247   1.0035001e-19
       100.33176   7.7218276e-20
       104.21820   5.9327267e-20
       108.25519   4.5485851e-20
       112.44855   3.4761392e-20
       116.80435   2.6451508e-20
       121.32888   2.0031808e-20
       126.02866   1.5100667e-20
       130.91050   1.1338235e-20
       135.98144   8.4842534e-21
       141.24880   6.3285861e-21
       146.72021   4.7056325e-21
       152.40355   3.4876586e-21
       158.30704   2.5769001e-21
       164.43921   1.8983227e-21
       170.80891   1.3942523e-21
       177.42535   1.0206789e-21
       184.29809   7.4444476e-22
       191.43704   5.4079315e-22
       198.85253   3.9123253e-22
       206.55527   2.8186180e-22
       214.55638   2.0219664e-22
       222.86742   1.4437114e-22
       231.50039   1.0254612e-22
       240.46777   7.2422860e-23
       249.78251   5.0840515e-23
       259.45807   3.5467040e-23
       269.50841   2.4580081e-23
       279.94807   1.6914265e-23
       290.79211   1.1548624e-23
       302.05621   7.8181844e-24
       313.75664   5.2446156e-24
       325.91029   3.4843426e-24
       338.53473   2.2912661e-24
       351.64818   1.4902698e-24
       365.26960   9.5788383e-25
       379.41865   6.0786486e-25
       394.11578   3.8047341e-25
       409.38222   2.3466524e-25
       425.24002   1.4248791e-25
       441.71208   8.5096699e-26
       458.82220   4.9935731e-26
       476.59510   2.8755605e-26
       495.05645   1.6224058e-26
       514.23292   8.9524417e-27
       534.15220   4.8224391e-27
       554.84308   2.5313371e-27
       576.33544   1.2920777e-27
       598.66032   6.3946931e-28
       621.84998   3.0579385e-28
       645.93791   1.4064327e-28
       670.95891   6.1929844e-29
       696.94912   2.5990527e-29
       723.94609   1.0346681e-29
       751.98880   3.8617297e-30
       781.11778   1.3603978e-30
       811.37510   4.4471283e-31
       842.80446   1.3364787e-31
       875.45127   3.6568200e-32
       909.36268   9.0126428e-33
       944.58768       0.0000000
       981.17715       0.0000000
