;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.0447512e-23
      0.52933149   1.1597732e-23
      0.54983563   1.2901072e-23
      0.57113402   1.4381783e-23
      0.59325742   1.6068311e-23
      0.61623779   1.7993970e-23
      0.64010833   2.0197841e-23
      0.66490352   2.2725835e-23
      0.69065916   2.5631911e-23
      0.71741248   2.8979546e-23
      0.74520212   3.2843361e-23
      0.77406820   3.7311127e-23
      0.80405245   4.2486019e-23
      0.83519816   4.8489562e-23
      0.86755033   5.5464979e-23
      0.90115569   6.3580464e-23
      0.93606278   7.3034011e-23
      0.97232204   8.4058766e-23
       1.0099858   9.6929445e-23
       1.0491086   1.1196846e-22
       1.0897467   1.2955556e-22
       1.1319591   1.5013754e-22
       1.1758066   1.7423989e-22
       1.2213525   2.0247992e-22
       1.2686627   2.3558383e-22
       1.3178055   2.7440559e-22
       1.3688519   3.1994759e-22
       1.4218757   3.7338815e-22
       1.4769534   4.3611180e-22
       1.5341645   5.0974304e-22
       1.5935918   5.9618981e-22
       1.6553210   6.9769170e-22
       1.7194414   8.1687468e-22
       1.7860455   9.5682091e-22
       1.8552297   1.1211441e-21
       1.9270937   1.3140778e-21
       2.0017414   1.5405877e-21
       2.0792807   1.8064898e-21
       2.1598236   2.1185924e-21
       2.2434863   2.4848725e-21
       2.3303898   2.9146669e-21
       2.4206596   3.4188937e-21
       2.5144261   4.0103369e-21
       2.6118247   4.7039455e-21
       2.7129962   5.5171839e-21
       2.8180866   6.4704741e-21
       2.9272477   7.5876828e-21
       3.0406374   8.8966772e-21
       3.1584193   1.0429993e-20
       3.2807635   1.2225602e-20
       3.4078469   1.4327813e-20
       3.5398530   1.6788290e-20
       3.6769725   1.9667237e-20
       3.8194034   2.3034794e-20
       3.9673515   2.6972664e-20
       4.1210305   3.1575882e-20
       4.2806624   3.6954897e-20
       4.4464778   4.3238078e-20
       4.6187162   5.0574414e-20
       4.7976264   5.9136592e-20
       4.9834669   6.9124702e-20
       5.1765061   8.0769879e-20
       5.3770228   9.4339003e-20
       5.5853067   1.1013949e-19
       5.8016587   1.2852473e-19
       6.0263913   1.4989941e-19
       6.2598291   1.7472616e-19
       6.5023094   2.0353109e-19
       6.7541823   2.3691050e-19
       7.0158118   2.7553604e-19
       7.2875757   3.2015931e-19
       7.5698666   3.7161532e-19
       7.8630924   4.3082524e-19
       8.1676765   4.9879108e-19
       8.4840590   5.7659170e-19
       8.8126968   6.6537279e-19
       9.1540647   7.6632434e-19
       9.5086558   8.8066135e-19
       9.8769823   1.0095872e-18
       10.259576   1.1542557e-18
       10.656990   1.3157258e-18
       11.069799   1.4949173e-18
       11.498598   1.6925494e-18
       11.944006   1.9090876e-18
       12.406668   2.1447512e-18
       12.887252   2.3994332e-18
       13.386452   2.6727417e-18
       13.904988   2.9640180e-18
       14.443611   3.2723915e-18
       15.003097   3.5968773e-18
       15.584256   3.9364388e-18
       16.187927   4.2901239e-18
       16.814981   4.6570977e-18
       17.466325   5.0366405e-18
       18.142899   5.4280973e-18
       18.845681   5.8305503e-18
       19.575685   6.2426645e-18
       20.333968   6.6621711e-18
       21.121623   7.0855192e-18
       21.939788   7.5076493e-18
       22.789646   7.9217130e-18
       23.672424   8.3193385e-18
       24.589397   8.6906787e-18
       25.541890   9.0248720e-18
       26.531278   9.3105704e-18
       27.558992   9.5361671e-18
       28.626515   9.6902419e-18
       29.735389   9.7619780e-18
       30.887217   9.7418583e-18
       32.083662   9.6227174e-18
       33.326452   9.4008808e-18
       34.617383   9.0771630e-18
       35.958319   8.6574856e-18
       37.351197   8.1527586e-18
       38.798030   7.5781824e-18
       40.300908   6.9521698e-18
       41.862000   6.2948428e-18
       43.483563   5.6264741e-18
       45.167939   4.9659294e-18
       46.917561   4.3294721e-18
       48.734956   3.7300107e-18
       50.622749   3.1768397e-18
       52.583668   2.6757742e-18
       54.620545   2.2296011e-18
       56.736322   1.8386424e-18
       58.934055   1.5013231e-18
       61.216920   1.2146695e-18
       63.588214   9.7471167e-19
       66.051362   7.7676628e-19
       68.609922   6.1566536e-19
       71.267591   4.8599404e-19
       74.028206   3.8239870e-19
       76.895757   2.9994294e-19
       79.874385   2.3440143e-19
       82.968393   1.8238467e-19
       86.182250   1.4126660e-19
       89.520598   1.0898631e-19
       92.988261   8.3846100e-20
       96.590247   6.4391961e-20
       100.33176   4.9382250e-20
       104.21820   3.7796921e-20
       108.25519   2.8839341e-20
       112.44855   2.1911322e-20
       116.80435   1.6567883e-20
       121.32888   1.2469599e-20
       126.02866   9.3471845e-21
       130.91050   6.9821730e-21
       135.98144   5.1985652e-21
       141.24880   3.8578862e-21
       146.72021   2.8534601e-21
       152.40355   2.1037266e-21
       158.30704   1.5461676e-21
       164.43921   1.1328046e-21
       170.80891   8.2709091e-22
       177.42535   6.0153735e-22
       184.29809   4.3564850e-22
       191.43704   3.1413483e-22
       198.85253   2.2551996e-22
       206.55527   1.6116511e-22
       214.55638   1.1460295e-22
       222.86742   8.1042890e-23
       231.50039   5.6964425e-23
       240.46777   3.9784156e-23
       249.78251   2.7600825e-23
       259.45807   1.9014599e-23
       269.50841   1.3000568e-23
       279.94807   8.8152266e-24
       290.79211   5.9235280e-24
       302.05621   3.9420464e-24
       313.75664   2.5965981e-24
       325.91029   1.6918461e-24
       338.53473   1.0896052e-24
       351.64818   6.9302608e-25
       365.26960   4.3489020e-25
       379.41865   2.6897676e-25
       394.11578   1.6379862e-25
       409.38222   9.8116169e-26
       425.24002   5.7755204e-26
       441.71208   3.3373864e-26
       458.82220   1.8905674e-26
       476.59510   1.0480556e-26
       495.05645   5.6742692e-27
       514.23292   2.9942053e-27
       534.15220   1.5368177e-27
       554.84308   7.6542678e-28
       576.33544   3.6885570e-28
       598.66032   1.7127121e-28
       621.84998   7.6270504e-29
       645.93791   3.2418612e-29
       670.95891   1.3091069e-29
       696.94912   4.9731825e-30
       723.94609   1.7872814e-30
       751.98880   5.9898526e-31
       781.11778   1.8556211e-31
       811.37510   5.2627701e-32
       842.80446   1.3522082e-32
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
