;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 0.100000 cm^-3
;    T = 8000.0000 K
;    Chi = 1.0000000
;    xh = 0.990000
;    xC = 0.0010000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.1601557e-23
      0.52933149   1.2845325e-23
      0.54983563   1.4238556e-23
      0.57113402   1.5803727e-23
      0.59325742   1.7566689e-23
      0.61623779   1.9557301e-23
      0.64010833   2.1810124e-23
      0.66490352   2.4365288e-23
      0.69065916   2.7269460e-23
      0.71741248   3.0577037e-23
      0.74520212   3.4351478e-23
      0.77406820   3.8666938e-23
      0.80405245   4.3610094e-23
      0.83519816   4.9282448e-23
      0.86755033   5.5802869e-23
      0.90115569   6.3310728e-23
      0.93606278   7.1969535e-23
      0.97232204   8.1971268e-23
       1.0099858   9.3541443e-23
       1.0491086   1.0694511e-22
       1.0897467   1.2249383e-22
       1.1319591   1.4055417e-22
       1.1758066   1.6155730e-22
       1.2213525   1.8601070e-22
       1.2686627   2.1451170e-22
       1.3178055   2.4776362e-22
       1.3688519   2.8659439e-22
       1.4218757   3.3197926e-22
       1.4769534   3.8506692e-22
       1.5341645   4.4721063e-22
       1.5935918   5.2000501e-22
       1.6553210   6.0532965e-22
       1.7194414   7.0539981e-22
       1.7860455   8.2282758e-22
       1.8552297   9.6069365e-22
       1.9270937   1.1226307e-21
       2.0017414   1.3129238e-21
       2.0792807   1.5366281e-21
       2.1598236   1.7997080e-21
       2.2434863   2.1091986e-21
       2.3303898   2.4734024e-21
       2.4206596   2.9021164e-21
       2.5144261   3.4068998e-21
       2.6118247   4.0013928e-21
       2.7129962   4.7016893e-21
       2.8180866   5.5267747e-21
       2.9272477   6.4990554e-21
       3.0406374   7.6449629e-21
       3.1584193   8.9956677e-21
       3.2807635   1.0587932e-20
       3.4078469   1.2465105e-20
       3.5398530   1.4678280e-20
       3.6769725   1.7287667e-20
       3.8194034   2.0364167e-20
       3.9673515   2.3991234e-20
       4.1210305   2.8267045e-20
       4.2806624   3.3307004e-20
       4.4464778   3.9246589e-20
       4.6187162   4.6244700e-20
       4.7976264   5.4487506e-20
       4.9834669   6.4192762e-20
       5.1765061   7.5614575e-20
       5.3770228   8.9049087e-20
       5.5853067   1.0484033e-19
       5.8016587   1.2338722e-19
       6.0263913   1.4515047e-19
       6.2598291   1.7066021e-19
       6.5023094   2.0052345e-19
       6.7541823   2.3543201e-19
       7.0158118   2.7616931e-19
       7.2875757   3.2361649e-19
       7.5698666   3.7875490e-19
       7.8630924   4.4266916e-19
       8.1676765   5.1653933e-19
       8.4840590   6.0163759e-19
       8.8126968   6.9930703e-19
       9.1540647   8.1093723e-19
       9.5086558   9.3793317e-19
       9.8769823   1.0816710e-18
       10.259576   1.2434428e-18
       10.656990   1.4243874e-18
       11.069799   1.6254314e-18
       11.498598   1.8472177e-18
       11.944006   2.0900219e-18
       12.406668   2.3537310e-18
       12.887252   2.6377655e-18
       13.386452   2.9410941e-18
       13.904988   3.2622610e-18
       14.443611   3.5994412e-18
       15.003097   3.9505300e-18
       15.584256   4.3133068e-18
       16.187927   4.6855527e-18
       16.814981   5.0652126e-18
       17.466325   5.4503524e-18
       18.142899   5.8392756e-18
       18.845681   6.2302492e-18
       19.575685   6.6212167e-18
       20.333968   7.0095564e-18
       21.121623   7.3914759e-18
       21.939788   7.7617814e-18
       22.789646   8.1137178e-18
       23.672424   8.4389926e-18
       24.589397   8.7280186e-18
       25.541890   8.9704244e-18
       26.531278   9.1557647e-18
       27.558992   9.2739492e-18
       28.626515   9.3158318e-18
       29.735389   9.2735747e-18
       30.887217   9.1411581e-18
       32.083662   8.9151567e-18
       33.326452   8.5958440e-18
       34.617383   8.1881004e-18
       35.958319   7.7017000e-18
       37.351197   7.1508373e-18
       38.798030   6.5528863e-18
       40.300908   5.9269646e-18
       41.862000   5.2921001e-18
       43.483563   4.6660045e-18
       45.167939   4.0638862e-18
       46.917561   3.4977724e-18
       48.734956   2.9762687e-18
       50.622749   2.5047038e-18
       52.583668   2.0855548e-18
       54.620545   1.7189275e-18
       56.736322   1.4031380e-18
       58.934055   1.1352044e-18
       61.216920   9.1121484e-19
       63.588214   7.2661342e-19
       66.051362   5.7643235e-19
       68.609922   4.5553129e-19
       71.267591   3.5888529e-19
       74.028206   2.8190252e-19
       76.895757   2.2067141e-19
       79.874385   1.7205220e-19
       82.968393   1.3360202e-19
       86.182250   1.0339282e-19
       89.520598   7.9832232e-20
       92.988261   6.1559747e-20
       96.590247   4.7420244e-20
       100.33176   3.6469958e-20
       104.21820   2.7973913e-20
       108.25519   2.1379736e-20
       112.44855   1.6274698e-20
       116.80435   1.2342271e-20
       121.32888   9.3305210e-21
       126.02866   7.0350084e-21
       130.91050   5.2913226e-21
       135.98144   3.9701739e-21
       141.24880   2.9717633e-21
       146.72021   2.2194391e-21
       152.40355   1.6540973e-21
       158.30704   1.2301283e-21
       164.43921   9.1261964e-22
       170.80891   6.7518730e-22
       177.42535   4.9803368e-22
       184.29809   3.6625736e-22
       191.43704   2.6854910e-22
       198.85253   1.9629787e-22
       206.55527   1.4298917e-22
       214.55638   1.0374844e-22
       222.86742   7.4953957e-23
       231.50039   5.3909962e-23
       240.46777   3.8597460e-23
       249.78251   2.7501172e-23
       259.45807   1.9490711e-23
       269.50841   1.3731374e-23
       279.94807   9.6109335e-24
       290.79211   6.6804187e-24
       302.05621   4.6097209e-24
       313.75664   3.1562208e-24
       325.91029   2.1427544e-24
       338.53473   1.4411647e-24
       351.64818   9.5944747e-25
       365.26960   6.3178234e-25
       379.41865   4.1117996e-25
       394.11578   2.6428181e-25
       409.38222   1.6759740e-25
       425.24002   1.0475498e-25
       441.71208   6.4461711e-26
       458.82220   3.9007388e-26
       476.59510   2.3185153e-26
       495.05645   1.3519874e-26
       514.23292   7.7253402e-27
       534.15220   4.3195620e-27
       554.84308   2.3589671e-27
       576.33544   1.2550776e-27
       598.66032   6.4854014e-28
       621.84998   3.2438445e-28
       645.93791   1.5646984e-28
       670.95891   7.2472748e-29
       696.94912   3.2054538e-29
       723.94609   1.3450173e-29
       751.98880   5.3113113e-30
       781.11778   1.9573215e-30
       811.37510   6.6732610e-31
       842.80446   2.0710235e-31
       875.45127   5.8695738e-32
       909.36268   1.4816067e-32
       944.58768   3.2644092e-33
       981.17715       0.0000000
