;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 0.100000 cm^-3
;    T = 8000.0000 K
;    Chi = 1.0000000
;    xh = 0.990000
;    xC = 0.0010000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.1719653e-23
      0.52933149   1.2972551e-23
      0.54983563   1.4374675e-23
      0.57113402   1.5948530e-23
      0.59325742   1.7719985e-23
      0.61623779   1.9718887e-23
      0.64010833   2.1979745e-23
      0.66490352   2.4542600e-23
      0.69065916   2.7453994e-23
      0.71741248   3.0768158e-23
      0.74520212   3.4548326e-23
      0.77406820   3.8868367e-23
      0.80405245   4.3814639e-23
      0.83519816   4.9488229e-23
      0.86755033   5.6007495e-23
      0.90115569   6.3511214e-23
      0.93606278   7.2162166e-23
      0.97232204   8.2151464e-23
       1.0099858   9.3703554e-23
       1.0491086   1.0708221e-22
       1.0897467   1.2259756e-22
       1.1319591   1.4061438e-22
       1.1758066   1.6156179e-22
       1.2213525   1.8594485e-22
       1.2686627   2.1435808e-22
       1.3178055   2.4750145e-22
       1.3688519   2.8619923e-22
       1.4218757   3.3142200e-22
       1.4769534   3.8431322e-22
       1.5341645   4.4622015e-22
       1.5935918   5.1873017e-22
       1.6553210   6.0371451e-22
       1.7194414   7.0337891e-22
       1.7860455   8.2032428e-22
       1.8552297   9.5761829e-22
       1.9270937   1.1188785e-21
       2.0017414   1.3083717e-21
       2.0792807   1.5311337e-21
       2.1598236   1.7931030e-21
       2.2434863   2.1012886e-21
       2.3303898   2.4639633e-21
       2.4206596   2.8908869e-21
       2.5144261   3.3935743e-21
       2.6118247   3.9856203e-21
       2.7129962   4.6830628e-21
       2.8180866   5.5048265e-21
       2.9272477   6.4732449e-21
       3.0406374   7.6146658e-21
       3.1584193   8.9601637e-21
       3.2807635   1.0546399e-20
       3.4078469   1.2416600e-20
       3.5398530   1.4621712e-20
       3.6769725   1.7221794e-20
       3.8194034   2.0287589e-20
       3.9673515   2.3902337e-20
       4.1210305   2.8163983e-20
       4.2806624   3.3187721e-20
       4.4464778   3.9108728e-20
       4.6187162   4.6085623e-20
       4.7976264   5.4304294e-20
       4.9834669   6.3982116e-20
       5.1765061   7.5372905e-20
       5.3770228   8.8772406e-20
       5.5853067   1.0452447e-19
       5.8016587   1.2302759e-19
       6.0263913   1.4474207e-19
       6.2598291   1.7019793e-19
       6.5023094   2.0000263e-19
       6.7541823   2.3484806e-19
       7.0158118   2.7551817e-19
       7.2875757   3.2289486e-19
       7.5698666   3.7796194e-19
       7.8630924   4.4180505e-19
       8.1676765   5.1561050e-19
       8.4840590   6.0065234e-19
       8.8126968   6.9828116e-19
       9.1540647   8.0989839e-19
       9.5086558   9.3691697e-19
       9.8769823   1.0807239e-18
       10.259576   1.2426260e-18
       10.656990   1.4237877e-18
       11.069799   1.6251507e-18
       11.498598   1.8473769e-18
       11.944006   2.0907722e-18
       12.406668   2.3552275e-18
       12.887252   2.6401996e-18
       13.386452   2.9446699e-18
       13.904988   3.2671809e-18
       14.443611   3.6059047e-18
       15.003097   3.9587486e-18
       15.584256   4.3234703e-18
       16.187927   4.6978289e-18
       16.814981   5.0796966e-18
       17.466325   5.4671845e-18
       18.142899   5.8584956e-18
       18.845681   6.2518875e-18
       19.575685   6.6453801e-18
       20.333968   7.0362366e-18
       21.121623   7.4207351e-18
       21.939788   7.7937563e-18
       22.789646   8.1485231e-18
       23.672424   8.4767094e-18
       24.589397   8.7687536e-18
       25.541890   9.0142387e-18
       26.531278   9.2026186e-18
       27.558992   9.3237813e-18
       28.626515   9.3684764e-18
       29.735389   9.3287948e-18
       30.887217   9.1986096e-18
       32.083662   8.9744214e-18
       33.326452   8.6564025e-18
       34.617383   8.2493087e-18
       35.958319   7.7627649e-18
       37.351197   7.2108858e-18
       38.798030   6.6110916e-18
       40.300908   5.9824546e-18
       41.862000   5.3442001e-18
       43.483563   4.7141942e-18
       45.167939   4.1078129e-18
       46.917561   3.5372496e-18
       48.734956   3.0112735e-18
       50.622749   2.5353623e-18
       52.583668   2.1120446e-18
       54.620545   1.7415234e-18
       56.736322   1.4221813e-18
       58.934055   1.1510669e-18
       61.216920   9.2428048e-19
       63.588214   7.3726507e-19
       66.051362   5.8504258e-19
       68.609922   4.6244272e-19
       71.267591   3.6440871e-19
       74.028206   2.8630476e-19
       76.895757   2.2417077e-19
       79.874385   1.7482385e-19
       82.968393   1.3578608e-19
       86.182250   1.0510393e-19
       89.520598   8.1165524e-20
       92.988261   6.2595098e-20
       96.590247   4.8223298e-20
       100.33176   3.7092827e-20
       104.21820   2.8456731e-20
       108.25519   2.1753079e-20
       112.44855   1.6562231e-20
       116.80435   1.2562639e-20
       121.32888   9.4986185e-21
       126.02866   7.1627950e-21
       130.91050   5.3882143e-21
       135.98144   4.0434663e-21
       141.24880   3.0270649e-21
       146.72021   2.2610617e-21
       152.40355   1.6853567e-21
       158.30704   1.2535623e-21
       164.43921   9.3015930e-22
       170.80891   6.8828901e-22
       177.42535   5.0779473e-22
       184.29809   3.7350823e-22
       191.43704   2.7392058e-22
       198.85253   2.0026799e-22
       206.55527   1.4591660e-22
       214.55638   1.0590071e-22
       222.86742   7.6530537e-23
       231.50039   5.5060160e-23
       240.46777   3.9433212e-23
       249.78251   2.8106084e-23
       259.45807   1.9926911e-23
       269.50841   1.4044438e-23
       279.94807   9.8343503e-24
       290.79211   6.8389002e-24
       302.05621   4.7214230e-24
       313.75664   3.2344290e-24
       325.91029   2.1971213e-24
       338.53473   1.4786789e-24
       351.64818   9.8510322e-25
       365.26960   6.4914775e-25
       379.41865   4.2280930e-25
       394.11578   2.7198166e-25
       409.38222   1.7263383e-25
       425.24002   1.0800587e-25
       441.71208   6.6531018e-26
       458.82220   4.0304300e-26
       476.59510   2.3983626e-26
       495.05645   1.4002598e-26
       514.23292   8.0115726e-27
       534.15220   4.4858427e-27
       554.84308   2.4534808e-27
       576.33544   1.3075754e-27
       598.66032   6.7696250e-28
       621.84998   3.3930529e-28
       645.93791   1.6404169e-28
       670.95891   7.6173607e-29
       696.94912   3.3787857e-29
       723.94609   1.4223502e-29
       751.98880   5.6374438e-30
       781.11778   2.0863071e-30
       811.37510   7.1460013e-31
       842.80446   2.2285046e-31
       875.45127   6.3525656e-32
       909.36268   1.6141249e-32
       944.58768   3.5834518e-33
       981.17715       0.0000000
