;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.0392302e-23
      0.52933149   1.1540070e-23
      0.54983563   1.2841204e-23
      0.57113402   1.4320007e-23
      0.59325742   1.6004957e-23
      0.61623779   1.7929464e-23
      0.64010833   2.0132784e-23
      0.66490352   2.2661002e-23
      0.69065916   2.5568265e-23
      0.71741248   2.8918213e-23
      0.74520212   3.2785671e-23
      0.77406820   3.7258736e-23
      0.80405245   4.2441152e-23
      0.83519816   4.8454767e-23
      0.86755033   5.5443012e-23
      0.90115569   6.3574802e-23
      0.93606278   7.3049215e-23
      0.97232204   8.4099895e-23
       1.0099858   9.7002052e-23
       1.0491086   1.1207962e-22
       1.0897467   1.2971383e-22
       1.1319591   1.5035240e-22
       1.1758066   1.7452239e-22
       1.2213525   2.0284355e-22
       1.2686627   2.3604405e-22
       1.3178055   2.7497994e-22
       1.3688519   3.2065706e-22
       1.4218757   3.7425707e-22
       1.4769534   4.3716785e-22
       1.5341645   5.1101861e-22
       1.5935918   5.9772231e-22
       1.6553210   6.9952407e-22
       1.7194414   8.1905670e-22
       1.7860455   9.5940908e-22
       1.8552297   1.1242038e-21
       1.9270937   1.3176849e-21
       2.0017414   1.5448265e-21
       2.0792807   1.8114580e-21
       2.1598236   2.1244020e-21
       2.2434863   2.4916502e-21
       2.3303898   2.9225557e-21
       2.4206596   3.4280602e-21
       2.5144261   4.0209632e-21
       2.6118247   4.7162362e-21
       2.7129962   5.5313829e-21
       2.8180866   6.4868501e-21
       2.9272477   7.6065276e-21
       3.0406374   8.9183257e-21
       3.1584193   1.0454824e-20
       3.2807635   1.2254029e-20
       3.4078469   1.4360297e-20
       3.5398530   1.6825345e-20
       3.6769725   1.9709453e-20
       3.8194034   2.3082808e-20
       3.9673515   2.7027147e-20
       4.1210305   3.1637554e-20
       4.2806624   3.7024625e-20
       4.4464778   4.3316769e-20
       4.6187162   5.0662997e-20
       4.7976264   5.9236070e-20
       4.9834669   6.9236029e-20
       5.1765061   8.0894168e-20
       5.3770228   9.4477455e-20
       5.5853067   1.1029316e-19
       5.8016587   1.2869461e-19
       6.0263913   1.5008648e-19
       6.2598291   1.7493109e-19
       6.5023094   2.0375427e-19
       6.7541823   2.3715165e-19
       7.0158118   2.7579400e-19
       7.2875757   3.2043292e-19
       7.5698666   3.7190230e-19
       7.8630924   4.3112069e-19
       8.1676765   4.9908884e-19
       8.4840590   5.7688346e-19
       8.8126968   6.6564458e-19
       9.1540647   7.6655921e-19
       9.5086558   8.8083588e-19
       9.8769823   1.0096738e-18
       10.259576   1.1542201e-18
       10.656990   1.3155278e-18
       11.069799   1.4944921e-18
       11.498598   1.6918379e-18
       11.944006   1.9080266e-18
       12.406668   2.1432519e-18
       12.887252   2.3974083e-18
       13.386452   2.6701015e-18
       13.904988   2.9606694e-18
       14.443611   3.2682482e-18
       15.003097   3.5918470e-18
       15.584256   3.9304598e-18
       16.187927   4.2831098e-18
       16.814981   4.6490530e-18
       17.466325   5.0275012e-18
       18.142899   5.4178563e-18
       18.845681   5.8191952e-18
       19.575685   6.2302057e-18
       20.333968   6.6485406e-18
       21.121623   7.0707214e-18
       21.939788   7.4915549e-18
       22.789646   7.9042879e-18
       23.672424   8.3004914e-18
       24.589397   8.6702868e-18
       25.541890   9.0029101e-18
       26.531278   9.2870148e-18
       27.558992   9.5109867e-18
       28.626515   9.6634526e-18
       29.735389   9.7336465e-18
       30.887217   9.7120776e-18
       32.083662   9.5916846e-18
       33.326452   9.3688198e-18
       34.617383   9.0443612e-18
       35.958319   8.6243508e-18
       37.351197   8.1197511e-18
       38.798030   7.5457354e-18
       40.300908   6.9207485e-18
       41.862000   6.2648684e-18
       43.483563   5.5982805e-18
       45.167939   4.9398084e-18
       46.917561   4.3056369e-18
       48.734956   3.7085652e-18
       50.622749   3.1578103e-18
       52.583668   2.6591135e-18
       54.620545   2.2151958e-18
       56.736322   1.8263417e-18
       58.934055   1.4909479e-18
       61.216920   1.2060220e-18
       63.588214   9.6758680e-19
       66.051362   7.7095923e-19
       68.609922   6.1097589e-19
       71.267591   4.8223365e-19
       74.028206   3.7939759e-19
       76.895757   2.9755439e-19
       79.874385   2.3250502e-19
       82.968393   1.8088459e-19
       86.182250   1.4008645e-19
       89.520598   1.0806380e-19
       92.988261   8.3129186e-20
       96.590247   6.3836973e-20
       100.33176   4.8953289e-20
       104.21820   3.7465448e-20
       108.25519   2.8583416e-20
       112.44855   2.1714249e-20
       116.80435   1.6416839e-20
       121.32888   1.2354491e-20
       126.02866   9.2599266e-21
       130.91050   6.9163078e-21
       135.98144   5.1490130e-21
       141.24880   3.8207202e-21
       146.72021   2.8256738e-21
       152.40355   2.0830230e-21
       158.30704   1.5307888e-21
       164.43921   1.1214110e-21
       170.80891   8.1867073e-22
       177.42535   5.9533277e-22
       184.29809   4.3109277e-22
       191.43704   3.1080331e-22
       198.85253   2.2309341e-22
       206.55527   1.5940429e-22
       214.55638   1.1333005e-22
       222.86742   8.0126473e-23
       231.50039   5.6307960e-23
       240.46777   3.9316602e-23
       249.78251   2.7269833e-23
       259.45807   1.8781685e-23
       269.50841   1.2837694e-23
       279.94807   8.7021188e-24
       290.79211   5.8455927e-24
       302.05621   3.8888103e-24
       313.75664   2.5605702e-24
       325.91029   1.6677024e-24
       338.53473   1.0735940e-24
       351.64818   6.8252756e-25
       365.26960   4.2809053e-25
       379.41865   2.6463124e-25
       394.11578   1.6106141e-25
       409.38222   9.6418704e-26
       425.24002   5.6719893e-26
       441.71208   3.2753376e-26
       458.82220   1.8540645e-26
       476.59510   1.0270066e-26
       495.05645   5.5554685e-27
       514.23292   2.9287326e-27
       534.15220   1.5016641e-27
       554.84308   7.4708757e-28
       576.33544   3.5957678e-28
       598.66032   1.6673490e-28
       621.84998   7.4137915e-29
       645.93791   3.1459632e-29
       670.95891   1.2680685e-29
       696.94912   4.8081243e-30
       723.94609   1.7241404e-30
       751.98880   5.7641382e-31
       781.11778   1.7808749e-31
       811.37510   5.0357483e-32
       842.80446   1.2895082e-32
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
