;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 0.400000 cm^-3
;    T = 6000.0000 K
;    Chi = 1.0000000
;    xh = 0.10000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.3803321e-23
      0.52933149   1.5276196e-23
      0.54983563   1.6908630e-23
      0.57113402   1.8726452e-23
      0.59325742   2.0759773e-23
      0.61623779   2.3043507e-23
      0.64010833   2.5617983e-23
      0.66490352   2.8529679e-23
      0.69065916   3.1832288e-23
      0.71741248   3.5588200e-23
      0.74520212   3.9870085e-23
      0.77406820   4.4762844e-23
      0.80405245   5.0365677e-23
      0.83519816   5.6794789e-23
      0.86755033   6.4186694e-23
      0.90115569   7.2701706e-23
      0.93606278   8.2528299e-23
      0.97232204   9.3887636e-23
       1.0099858   1.0704006e-22
       1.0491086   1.2229209e-22
       1.0897467   1.4000456e-22
       1.1319591   1.6060245e-22
       1.1758066   1.8458594e-22
       1.2213525   2.1254499e-22
       1.2686627   2.4517486e-22
       1.3178055   2.8329543e-22
       1.3688519   3.2787279e-22
       1.4218757   3.8004712e-22
       1.4769534   4.4116270e-22
       1.5341645   5.1280531e-22
       1.5935918   5.9684571e-22
       1.6553210   6.9549219e-22
       1.7194414   8.1134844e-22
       1.7860455   9.4748804e-22
       1.8552297   1.1075384e-21
       1.9270937   1.2957804e-21
       2.0017414   1.5172660e-21
       2.0792807   1.7779582e-21
       2.1598236   2.0848954e-21
       2.2434863   2.4463832e-21
       2.3303898   2.8722287e-21
       2.4206596   3.3740009e-21
       2.5144261   3.9653540e-21
       2.6118247   4.6624029e-21
       2.7129962   5.4841598e-21
       2.8180866   6.4530551e-21
       2.9272477   7.5955408e-21
       3.0406374   8.9428129e-21
       3.1584193   1.0531642e-20
       3.2807635   1.2405363e-20
       3.4078469   1.4615025e-20
       3.5398530   1.7220725e-20
       3.6769725   2.0293172e-20
       3.8194034   2.3915468e-20
       3.9673515   2.8185242e-20
       4.1210305   3.3217030e-20
       4.2806624   3.9145025e-20
       4.4464778   4.6126205e-20
       4.6187162   5.4343940e-20
       4.7976264   6.4011936e-20
       4.9834669   7.5378529e-20
       5.1765061   8.8731611e-20
       5.3770228   1.0440387e-19
       5.5853067   1.2277802e-19
       5.8016587   1.4429269e-19
       6.0263913   1.6944704e-19
       6.2598291   1.9880624e-19
       6.5023094   2.3300566e-19
       6.7541823   2.7275231e-19
       7.0158118   3.1882548e-19
       7.2875757   3.7207298e-19
       7.5698666   4.3340645e-19
       7.8630924   5.0378172e-19
       8.1676765   5.8418829e-19
       8.4840590   6.7561832e-19
       8.8126968   7.7903248e-19
       9.1540647   8.9532655e-19
       9.5086558   1.0252681e-18
       9.8769823   1.1694640e-18
       10.259576   1.3283053e-18
       10.656990   1.5019013e-18
       11.069799   1.6900693e-18
       11.498598   1.8922855e-18
       11.944006   2.1077330e-18
       12.406668   2.3352363e-18
       12.887252   2.5734431e-18
       13.386452   2.8207810e-18
       13.904988   3.0756234e-18
       14.443611   3.3364170e-18
       15.003097   3.6015996e-18
       15.584256   3.8697729e-18
       16.187927   4.1395637e-18
       16.814981   4.4094199e-18
       17.466325   4.6774454e-18
       18.142899   4.9410996e-18
       18.845681   5.1969119e-18
       19.575685   5.4403298e-18
       20.333968   5.6656703e-18
       21.121623   5.8662183e-18
       21.939788   6.0346486e-18
       22.789646   6.1635107e-18
       23.672424   6.2456740e-18
       24.589397   6.2749360e-18
       25.541890   6.2463487e-18
       26.531278   6.1564859e-18
       27.558992   6.0037376e-18
       28.626515   5.7887786e-18
       29.735389   5.5150753e-18
       30.887217   5.1891074e-18
       32.083662   4.8202472e-18
       33.326452   4.4200199e-18
       34.617383   4.0010874e-18
       35.958319   3.5761444e-18
       37.351197   3.1568847e-18
       38.798030   2.7533243e-18
       40.300908   2.3733974e-18
       41.862000   2.0228160e-18
       43.483563   1.7051766e-18
       45.167939   1.4222179e-18
       46.917561   1.1741535e-18
       48.734956   9.6000381e-19
       50.622749   7.7790227e-19
       52.583668   6.2532578e-19
       54.620545   4.9929789e-19
       56.736322   3.9653968e-19
       58.934055   3.1363542e-19
       61.216920   2.4723129e-19
       63.588214   1.9424774e-19
       66.051362   1.5204762e-19
       68.609922   1.1850382e-19
       71.267591   9.1952219e-20
       74.028206   7.1075803e-20
       76.895757   5.4786558e-20
       79.874385   4.2154297e-20
       82.968393   3.2386702e-20
       86.182250   2.4833080e-20
       89.520598   1.8983855e-20
       92.988261   1.4454266e-20
       96.590247   1.0956284e-20
       100.33176   8.2692172e-21
       104.21820   6.2179425e-21
       108.25519   4.6606178e-21
       112.44855   3.4830817e-21
       116.80435   2.5954511e-21
       121.32888   1.9283590e-21
       126.02866   1.4286723e-21
       130.91050   1.0556087e-21
       135.98144   7.7783024e-22
       141.24880   5.7142768e-22
       146.72021   4.1837402e-22
       152.40355   3.0518885e-22
       158.30704   2.2178421e-22
       164.43921   1.6056259e-22
       170.80891   1.1578414e-22
       177.42535   8.3134815e-23
       184.29809   5.9405159e-23
       191.43704   4.2225502e-23
       198.85253   2.9847803e-23
       206.55527   2.0977340e-23
       214.55638   1.4654064e-23
       222.86742   1.0169721e-23
       231.50039   7.0066149e-24
       240.46777   4.7892161e-24
       249.78251   3.2459367e-24
       259.45807   2.1803296e-24
       269.50841   1.4506748e-24
       279.94807   9.5537273e-25
       290.79211   6.2223550e-25
       302.05621   4.0041938e-25
       313.75664   2.5436680e-25
       325.91029   1.5937108e-25
       338.53473   9.8398009e-26
       351.64818   5.9814142e-26
       365.26960   3.5761803e-26
       379.41865   2.1004640e-26
       394.11578   1.2102491e-26
       409.38222   6.8299287e-27
       425.24002   3.7692010e-27
       441.71208   2.0309653e-27
       458.82220   1.0665274e-27
       476.59510   5.4449326e-28
       495.05645   2.6933560e-28
       514.23292   1.2856605e-28
       534.15220   5.8963267e-29
       554.84308   2.5880009e-29
       576.33544   1.0818832e-29
       598.66032   4.2837734e-30
       621.84998   1.5954414e-30
       645.93791   5.4976605e-31
       670.95891   1.7704420e-31
       696.94912   5.2176774e-32
       723.94609   1.3931366e-32
       751.98880   3.3278511e-33
       781.11778       0.0000000
       811.37510       0.0000000
       842.80446       0.0000000
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
