;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.0623918e-23
      0.52933149   1.1782184e-23
      0.54983563   1.3092921e-23
      0.57113402   1.4580247e-23
      0.59325742   1.6272278e-23
      0.61623779   1.8201998e-23
      0.64010833   2.0408101e-23
      0.66490352   2.2936057e-23
      0.69065916   2.5839277e-23
      0.71741248   2.9180513e-23
      0.74520212   3.3033573e-23
      0.77406820   3.7485234e-23
      0.80405245   4.2637676e-23
      0.83519816   4.8611182e-23
      0.86755033   5.5547124e-23
      0.90115569   6.3611920e-23
      0.93606278   7.3001712e-23
      0.97232204   8.3947242e-23
       1.0099858   9.6719705e-23
       1.0491086   1.1163858e-22
       1.0897467   1.2908011e-22
       1.1319591   1.4948611e-22
       1.1758066   1.7337672e-22
       1.2213525   2.0136378e-22
       1.2686627   2.3416657e-22
       1.3178055   2.7263038e-22
       1.3688519   3.1774903e-22
       1.4218757   3.7069058e-22
       1.4769534   4.3282646e-22
       1.5341645   5.0576812e-22
       1.5935918   5.9140781e-22
       1.6553210   6.9196576e-22
       1.7194414   8.1004867e-22
       1.7860455   9.4871501e-22
       1.8552297   1.1115503e-21
       1.9270937   1.3027606e-21
       2.0017414   1.5272755e-21
       2.0792807   1.7908710e-21
       2.1598236   2.1003159e-21
       2.2434863   2.4635358e-21
       2.3303898   2.8898082e-21
       2.4206596   3.3899976e-21
       2.5144261   3.9768165e-21
       2.6118247   4.6651279e-21
       2.7129962   5.4723186e-21
       2.8180866   6.4187224e-21
       2.9272477   7.5280839e-21
       3.0406374   8.8281574e-21
       3.1584193   1.0351365e-20
       3.2807635   1.2135531e-20
       3.4078469   1.4224798e-20
       3.5398530   1.6670665e-20
       3.6769725   1.9533195e-20
       3.8194034   2.2882321e-20
       3.9673515   2.6799524e-20
       4.1210305   3.1379625e-20
       4.2806624   3.6732927e-20
       4.4464778   4.2987573e-20
       4.6187162   5.0292278e-20
       4.7976264   5.8819601e-20
       4.9834669   6.8769395e-20
       5.1765061   8.0372764e-20
       5.3770228   9.3896481e-20
       5.5853067   1.0964804e-19
       5.8016587   1.2798084e-19
       6.0263913   1.4930009e-19
       6.2598291   1.7406904e-19
       6.5023094   2.0281480e-19
       6.7541823   2.3613491e-19
       7.0158118   2.7470290e-19
       7.2875757   3.1927313e-19
       7.5698666   3.7068487e-19
       7.8630924   4.2986465e-19
       8.1676765   4.9782071e-19
       8.4840590   5.7564026e-19
       8.8126968   6.6447955e-19
       9.1540647   7.6554324e-19
       9.5086558   8.8006138e-19
       9.8769823   1.0092584e-18
       10.259576   1.1543125e-18
       10.656990   1.3163119e-18
       11.069799   1.4961950e-18
       11.498598   1.6947182e-18
       11.944006   1.9123729e-18
       12.406668   2.1494193e-18
       12.887252   2.4057509e-18
       13.386452   2.6810063e-18
       13.904988   2.9745294e-18
       14.443611   3.2854497e-18
       15.003097   3.6127426e-18
       15.584256   3.9553596e-18
       16.187927   4.3122757e-18
       16.814981   4.6826450e-18
       17.466325   5.0656460e-18
       18.142899   5.4606304e-18
       18.845681   5.8666455e-18
       19.575685   6.2823877e-18
       20.333968   6.7055571e-18
       21.121623   7.1327356e-18
       21.939788   7.5588734e-18
       22.789646   7.9772418e-18
       23.672424   8.3794760e-18
       24.589397   8.7556689e-18
       25.541890   9.0949258e-18
       26.531278   9.3858617e-18
       27.558992   9.6166571e-18
       28.626515   9.7758440e-18
       29.735389   9.8525371e-18
       30.887217   9.8370848e-18
       32.083662   9.7220820e-18
       33.326452   9.5036007e-18
       34.617383   9.1822031e-18
       35.958319   8.7636230e-18
       37.351197   8.2586231e-18
       38.798030   7.6823135e-18
       40.300908   7.0531142e-18
       41.862000   6.3912517e-18
       43.483563   5.7171525e-18
       45.167939   5.0499464e-18
       46.917561   4.4061843e-18
       48.734956   3.7990587e-18
       50.622749   3.2381444e-18
       52.583668   2.7294847e-18
       54.620545   2.2760572e-18
       56.736322   1.8783279e-18
       58.934055   1.5348159e-18
       61.216920   1.2426008e-18
       63.588214   9.9773739e-19
       66.051362   7.9554453e-19
       68.609922   6.3083723e-19
       71.267591   4.9816425e-19
       74.028206   3.9211478e-19
       76.895757   3.0767714e-19
       79.874385   2.4054312e-19
       82.968393   1.8724472e-19
       86.182250   1.4509184e-19
       89.520598   1.1197738e-19
       92.988261   8.6170844e-20
       96.590247   6.6191650e-20
       100.33176   5.0773297e-20
       104.21820   3.8871855e-20
       108.25519   2.9669395e-20
       112.44855   2.2550644e-20
       116.80435   1.7058041e-20
       121.32888   1.2843273e-20
       126.02866   9.6305197e-21
       130.91050   7.1960874e-21
       135.98144   5.3595306e-21
       141.24880   3.9786408e-21
       146.72021   2.9437549e-21
       152.40355   2.1710176e-21
       158.30704   1.5961608e-21
       164.43921   1.1698498e-21
       170.80891   8.5447458e-22
       177.42535   6.2172184e-22
       184.29809   4.5047389e-22
       191.43704   3.2498039e-22
       198.85253   2.3342231e-22
       206.55527   1.6690127e-22
       214.55638   1.1875115e-22
       222.86742   8.4029900e-23
       231.50039   5.9104509e-23
       240.46777   4.1308802e-23
       249.78251   2.8680617e-23
       259.45807   1.9774774e-23
       269.50841   1.3532408e-23
       279.94807   9.1847694e-24
       290.79211   6.1783131e-24
       302.05621   4.1162045e-24
       313.75664   2.7145473e-24
       325.91029   1.7709487e-24
       338.53473   1.1421050e-24
       351.64818   7.2748356e-25
       365.26960   4.5723225e-25
       379.41865   2.8327214e-25
       394.11578   1.7281472e-25
       409.38222   1.0371516e-25
       425.24002   6.1175123e-26
       441.71208   3.5426684e-26
       458.82220   2.0115347e-26
       476.59510   1.1179365e-26
       495.05645   6.0692040e-27
       514.23292   3.2121052e-27
       534.15220   1.6539560e-27
       554.84308   8.2665206e-28
       576.33544   3.9990526e-28
       598.66032   1.8649044e-28
       621.84998   8.3446461e-29
       645.93791   3.5656228e-29
       670.95891   1.4481675e-29
       696.94912   5.5345776e-30
       723.94609   2.0030082e-30
       751.98880   6.7648823e-31
       781.11778   2.1138037e-31
       811.37510   6.0521654e-32
       842.80446   1.5719605e-32
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
