;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.0482098e-23
      0.52933149   1.1633856e-23
      0.54983563   1.2938624e-23
      0.57113402   1.4420612e-23
      0.59325742   1.6108165e-23
      0.61623779   1.8034522e-23
      0.64010833   2.0238763e-23
      0.66490352   2.2766691e-23
      0.69065916   2.5672146e-23
      0.71741248   2.9018423e-23
      0.74520212   3.2879954e-23
      0.77406820   3.7344388e-23
      0.80405245   4.2514792e-23
      0.83519816   4.8512320e-23
      0.86755033   5.5479636e-23
      0.90115569   6.3584900e-23
      0.93606278   7.3025786e-23
      0.97232204   8.4034732e-23
       1.0099858   9.6885543e-23
       1.0491086   1.1190066e-22
       1.0897467   1.2945880e-22
       1.1319591   1.5000569e-22
       1.1758066   1.7406571e-22
       1.2213525   2.0225558e-22
       1.2686627   2.3529973e-22
       1.3178055   2.7405006e-22
       1.3688519   3.1950818e-22
       1.4218757   3.7284992e-22
       1.4769534   4.3545662e-22
       1.5341645   5.0895141e-22
       1.5935918   5.9523839e-22
       1.6553210   6.9655282e-22
       1.7194414   8.1551874e-22
       1.7860455   9.5521156e-22
       1.8552297   1.1192395e-21
       1.9270937   1.3118341e-21
       2.0017414   1.5379498e-21
       2.0792807   1.8033944e-21
       2.1598236   2.1149737e-21
       2.2434863   2.4806502e-21
       2.3303898   2.9097473e-21
       2.4206596   3.4131812e-21
       2.5144261   4.0037137e-21
       2.6118247   4.6962727e-21
       2.7129962   5.5083203e-21
       2.8180866   6.4602612e-21
       2.9272477   7.5759269e-21
       3.0406374   8.8831614e-21
       3.1584193   1.0414489e-20
       3.2807635   1.2207850e-20
       3.4078469   1.4307512e-20
       3.5398530   1.6765111e-20
       3.6769725   1.9640837e-20
       3.8194034   2.3004801e-20
       3.9673515   2.6938618e-20
       4.1210305   3.1537279e-20
       4.2806624   3.6911240e-20
       4.4464778   4.3188845e-20
       4.6187162   5.0518999e-20
       4.7976264   5.9074376e-20
       4.9834669   6.9054934e-20
       5.1765061   8.0691853e-20
       5.3770228   9.4252120e-20
       5.5853067   1.1004314e-19
       5.8016587   1.2841813e-19
       6.0263913   1.4978205e-19
       6.2598291   1.7459752e-19
       6.5023094   2.0339111e-19
       6.7541823   2.3675900e-19
       7.0158118   2.7537326e-19
       7.2875757   3.1998597e-19
       7.5698666   3.7143377e-19
       7.8630924   4.3063780e-19
       8.1676765   4.9860197e-19
       8.4840590   5.7640727e-19
       8.8126968   6.6520033e-19
       9.1540647   7.6617540e-19
       9.5086558   8.8054820e-19
       9.8769823   1.0095282e-18
       10.259576   1.1542725e-18
       10.656990   1.3158489e-18
       11.069799   1.4951823e-18
       11.498598   1.6929843e-18
       11.944006   1.9097463e-18
       12.406668   2.1456821e-18
       12.887252   2.4006886e-18
       13.386452   2.6743789e-18
       13.904988   2.9661012e-18
       14.443611   3.2749773e-18
       15.003097   3.6000093e-18
       15.584256   3.9401736e-18
       16.187927   4.2945010e-18
       16.814981   4.6621112e-18
       17.466325   5.0423648e-18
       18.142899   5.4344900e-18
       18.845681   5.8376558e-18
       19.575685   6.2504652e-18
       20.333968   6.6706941e-18
       21.121623   7.0947883e-18
       21.939788   7.5177108e-18
       22.789646   7.9326370e-18
       23.672424   8.3311318e-18
       24.589397   8.7034358e-18
       25.541890   9.0386434e-18
       26.531278   9.3253364e-18
       27.558992   9.5519434e-18
       28.626515   9.7070371e-18
       29.735389   9.7797395e-18
       30.887217   9.7605208e-18
       32.083662   9.6421828e-18
       33.326452   9.4209830e-18
       34.617383   9.0977225e-18
       35.958319   8.6782653e-18
       37.351197   8.1734704e-18
       38.798030   7.5985384e-18
       40.300908   6.9719062e-18
       41.862000   6.3136994e-18
       43.483563   5.6441978e-18
       45.167939   4.9823453e-18
       46.917561   4.3444576e-18
       48.734956   3.7434884e-18
       50.622749   3.1888024e-18
       52.583668   2.6862521e-18
       54.620545   2.2386603e-18
       56.736322   1.8463801e-18
       58.934055   1.5078515e-18
       61.216920   1.2201116e-18
       63.588214   9.7919656e-19
       66.051362   7.8042275e-19
       68.609922   6.1861855e-19
       71.267591   4.8836243e-19
       74.028206   3.8428930e-19
       76.895757   3.0144762e-19
       79.874385   2.3559604e-19
       82.968393   1.8332976e-19
       86.182250   1.4201023e-19
       89.520598   1.0956766e-19
       92.988261   8.4297979e-20
       96.590247   6.4741764e-20
       100.33176   4.9652622e-20
       104.21820   3.8005852e-20
       108.25519   2.9000668e-20
       112.44855   2.2035558e-20
       116.80435   1.6663115e-20
       121.32888   1.2542187e-20
       126.02866   9.4022121e-21
       130.91050   7.0237116e-21
       135.98144   5.2298185e-21
       141.24880   3.8813295e-21
       146.72021   2.8709876e-21
       152.40355   2.1167875e-21
       158.30704   1.5558701e-21
       164.43921   1.1399933e-21
       170.80891   8.3240392e-22
       177.42535   6.0545281e-22
       184.29809   4.3852367e-22
       191.43704   3.1623775e-22
       198.85253   2.2705187e-22
       206.55527   1.6227698e-22
       214.55638   1.1540703e-22
       222.86742   8.1621782e-23
       231.50039   5.7379089e-23
       240.46777   4.0079503e-23
       249.78251   2.7809947e-23
       259.45807   1.9161784e-23
       269.50841   1.3103513e-23
       279.94807   8.8867338e-24
       290.79211   5.9728114e-24
       302.05621   3.9757205e-24
       313.75664   2.6193943e-24
       325.91029   1.7071273e-24
       338.53473   1.0997420e-24
       351.64818   6.9967506e-25
       365.26960   4.3919820e-25
       379.41865   2.7173100e-25
       394.11578   1.6553422e-25
       409.38222   9.9192981e-26
       425.24002   5.8412284e-26
       441.71208   3.3767856e-26
       458.82220   1.9137691e-26
       476.59510   1.0614570e-26
       495.05645   5.7499511e-27
       514.23292   3.0359150e-27
       534.15220   1.5592128e-27
       554.84308   7.7711697e-28
       576.33544   3.7477573e-28
       598.66032   1.7416831e-28
       621.84998   7.7634021e-29
       645.93791   3.3032542e-29
       670.95891   1.3354166e-29
       696.94912   5.0791540e-30
       723.94609   1.8278900e-30
       751.98880   6.1352971e-31
       781.11778   1.9038883e-31
       811.37510   5.4097167e-32
       842.80446   1.3929429e-32
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
