;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.0299662e-23
      0.52933149   1.1443455e-23
      0.54983563   1.2740975e-23
      0.57113402   1.4216643e-23
      0.59325742   1.5899087e-23
      0.61623779   1.7821894e-23
      0.64010833   2.0024515e-23
      0.66490352   2.2553323e-23
      0.69065916   2.5462776e-23
      0.71741248   2.8816887e-23
      0.74520212   3.2690911e-23
      0.77406820   3.7173421e-23
      0.80405245   4.2368810e-23
      0.83519816   4.8399692e-23
      0.86755033   5.5410303e-23
      0.90115569   6.3570533e-23
      0.93606278   7.3080466e-23
      0.97232204   8.4175363e-23
       1.0099858   9.7131856e-23
       1.0491086   1.1227562e-22
       1.0897467   1.2998989e-22
       1.1319591   1.5072512e-22
       1.1758066   1.7501091e-22
       1.2213525   2.0347002e-22
       1.2686627   2.3683479e-22
       1.3178055   2.7596525e-22
       1.3688519   3.2187208e-22
       1.4218757   3.7574280e-22
       1.4769534   4.3897151e-22
       1.5341645   5.1319495e-22
       1.5935918   6.0033472e-22
       1.6553210   7.0264496e-22
       1.7194414   8.2276958e-22
       1.7860455   9.6381109e-22
       1.8552297   1.1294044e-21
       1.9270937   1.3238095e-21
       2.0017414   1.5520219e-21
       2.0792807   1.8198871e-21
       2.1598236   2.1342514e-21
       2.2434863   2.5031369e-21
       2.3303898   2.9359205e-21
       2.4206596   3.4435748e-21
       2.5144261   4.0389440e-21
       2.6118247   4.7370365e-21
       2.7129962   5.5553921e-21
       2.8180866   6.5145183e-21
       2.9272477   7.6383604e-21
       3.0406374   8.9548850e-21
       3.1584193   1.0496734e-20
       3.2807635   1.2301992e-20
       3.4078469   1.4415100e-20
       3.5398530   1.6887861e-20
       3.6769725   1.9780613e-20
       3.8194034   2.3163678e-20
       3.9673515   2.7118873e-20
       4.1210305   3.1741434e-20
       4.2806624   3.7142014e-20
       4.4464778   4.3449109e-20
       4.6187162   5.0811850e-20
       4.7976264   5.9403141e-20
       4.9834669   6.9423078e-20
       5.1765061   8.1103018e-20
       5.3770228   9.4709882e-20
       5.5853067   1.1055101e-19
       5.8016587   1.2897949e-19
       6.0263913   1.5039989e-19
       6.2598291   1.7527404e-19
       6.5023094   2.0412734e-19
       6.7541823   2.3755476e-19
       7.0158118   2.7622644e-19
       7.2875757   3.2089121e-19
       7.5698666   3.7238179e-19
       7.8630924   4.3161402e-19
       8.1676765   4.9958485e-19
       8.4840590   5.7736541e-19
       8.8126968   6.6609105e-19
       9.1540647   7.6694187e-19
       9.5086558   8.8111779e-19
       9.8769823   1.0098067e-18
       10.259576   1.1541425e-18
       10.656990   1.3151552e-18
       11.069799   1.4937539e-18
       11.498598   1.6906154e-18
       11.944006   1.9062027e-18
       12.406668   2.1406893e-18
       12.887252   2.3939647e-18
       13.386452   2.6656176e-18
       13.904988   2.9549945e-18
       14.443611   3.2612259e-18
       15.003097   3.5833400e-18
       15.584256   3.9203324e-18
       16.187927   4.2713255e-18
       16.814981   4.6354468e-18
       17.466325   5.0121076e-18
       18.142899   5.4005986e-18
       18.845681   5.8001191e-18
       19.575685   6.2092101e-18
       20.333968   6.6256543e-18
       21.121623   7.0457825e-18
       21.939788   7.4645250e-18
       22.789646   7.8750099e-18
       23.672424   8.2687886e-18
       24.589397   8.6360475e-18
       25.541890   8.9660791e-18
       26.531278   9.2474638e-18
       27.558992   9.4686911e-18
       28.626515   9.6184593e-18
       29.735389   9.6861014e-18
       30.887217   9.6621460e-18
       32.083662   9.5396099e-18
       33.326452   9.3149764e-18
       34.617383   8.9893340e-18
       35.958319   8.5688103e-18
       37.351197   8.0644156e-18
       38.798030   7.4913969e-18
       40.300908   6.8681721e-18
       41.862000   6.2147324e-18
       43.483563   5.5511712e-18
       45.167939   4.8961907e-18
       46.917561   4.2658327e-18
       48.734956   3.6727609e-18
       50.622749   3.1260418e-18
       52.583668   2.6312928e-18
       54.620545   2.1911494e-18
       56.736322   1.8058179e-18
       58.934055   1.4736425e-18
       61.216920   1.1916040e-18
       63.588214   9.5571326e-19
       66.051362   7.6128521e-19
       68.609922   6.0316595e-19
       71.267591   4.7597252e-19
       74.028206   3.7440068e-19
       76.895757   2.9357768e-19
       79.874385   2.2934823e-19
       82.968393   1.7838789e-19
       86.182250   1.3812258e-19
       89.520598   1.0652903e-19
       92.988261   8.1936703e-20
       96.590247   6.2913934e-20
       100.33176   4.8239963e-20
       104.21820   3.6914398e-20
       108.25519   2.8158033e-20
       112.44855   2.1386718e-20
       116.80435   1.6165812e-20
       121.32888   1.2163193e-20
       126.02866   9.1149389e-21
       130.91050   6.8068840e-21
       135.98144   5.0666987e-21
       141.24880   3.7589869e-21
       146.72021   2.7795272e-21
       152.40355   2.0486440e-21
       158.30704   1.5052558e-21
       164.43921   1.1024982e-21
       170.80891   8.0469629e-22
       177.42535   5.8503693e-22
       184.29809   4.2353430e-22
       191.43704   3.0527668e-22
       198.85253   2.1906867e-22
       206.55527   1.5648437e-22
       214.55638   1.1121967e-22
       222.86742   7.8607734e-23
       231.50039   5.5220536e-23
       240.46777   3.8542381e-23
       249.78251   2.6721823e-23
       259.45807   1.8396124e-23
       269.50841   1.2568125e-23
       279.94807   8.5149476e-24
       290.79211   5.7166643e-24
       302.05621   3.8007741e-24
       313.75664   2.5010129e-24
       325.91029   1.6278091e-24
       338.53473   1.0471513e-24
       351.64818   6.6519840e-25
       365.26960   4.1687327e-25
       379.41865   2.5746702e-25
       394.11578   1.5655181e-25
       409.38222   9.3624165e-26
       425.24002   5.5016806e-26
       441.71208   3.1733537e-26
       458.82220   1.7941218e-26
       476.59510   9.9247454e-27
       495.05645   5.3608691e-27
       514.23292   2.8216920e-27
       534.15220   1.4443114e-27
       554.84308   7.1720761e-28
       576.33544   3.4447588e-28
       598.66032   1.5936162e-28
       621.84998   7.0676502e-29
       645.93791   2.9905563e-29
       670.95891   1.2017060e-29
       696.94912   4.5418506e-30
       723.94609   1.6225723e-30
       751.98880   5.4022047e-31
       781.11778   1.6614411e-31
       811.37510   4.6744169e-32
       842.80446   1.1903862e-32
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
