;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 30.000000 cm^-3
;    T = 100.00000 K
;    Chi = 1.0000000
;    xh = 0.0010000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.1061835e-23
      0.52933149   1.2242236e-23
      0.54983563   1.3573584e-23
      0.57113402   1.5079610e-23
      0.59325742   1.6787940e-23
      0.61623779   1.8730800e-23
      0.64010833   2.0946000e-23
      0.66490352   2.3477947e-23
      0.69065916   2.6378672e-23
      0.71741248   2.9709362e-23
      0.74520212   3.3541944e-23
      0.77406820   3.7961013e-23
      0.80405245   4.3066091e-23
      0.83519816   4.8974236e-23
      0.86755033   5.5823196e-23
      0.90115569   6.3775233e-23
      0.93606278   7.3021288e-23
      0.97232204   8.3786000e-23
       1.0099858   9.6333966e-23
       1.0491086   1.1097675e-22
       1.0897467   1.2808078e-22
       1.1319591   1.4807734e-22
       1.1758066   1.7147425e-22
       1.2213525   1.9886872e-22
       1.2686627   2.3096295e-22
       1.3178055   2.6858342e-22
       1.3688519   3.1270177e-22
       1.4218757   3.6445980e-22
       1.4769534   4.2520003e-22
       1.5341645   4.9650026e-22
       1.5935918   5.8021333e-22
       1.6553210   6.7851601e-22
       1.7194414   7.9396454e-22
       1.7860455   9.2955825e-22
       1.8552297   1.0888191e-21
       1.9270937   1.2758782e-21
       2.0017414   1.4955792e-21
       2.0792807   1.7536045e-21
       2.1598236   2.0566154e-21
       2.2434863   2.4124137e-21
       2.3303898   2.8301417e-21
       2.4206596   3.3205086e-21
       2.5144261   3.8960541e-21
       2.6118247   4.5714506e-21
       2.7129962   5.3638706e-21
       2.8180866   6.2933994e-21
       2.9272477   7.3835255e-21
       3.0406374   8.6617122e-21
       3.1584193   1.0160043e-20
       3.2807635   1.1915995e-20
       3.4078469   1.3973329e-20
       3.5398530   1.6383123e-20
       3.6769725   1.9204967e-20
       3.8194034   2.2508350e-20
       3.9673515   2.6374220e-20
       4.1210305   3.0896845e-20
       4.2806624   3.6185960e-20
       4.4464778   4.2369132e-20
       4.6187162   4.9594561e-20
       4.7976264   5.8034267e-20
       4.9834669   6.7887594e-20
       5.1765061   7.9385299e-20
       5.3770228   9.2793953e-20
       5.5853067   1.0842091e-19
       5.8016587   1.2662005e-19
       6.0263913   1.4779745e-19
       6.2598291   1.7241734e-19
       6.5023094   2.0100906e-19
       6.7541823   2.3417349e-19
       7.0158118   2.7258878e-19
       7.2875757   3.1701591e-19
       7.5698666   3.6830359e-19
       7.8630924   4.2738890e-19
       8.1676765   4.9529697e-19
       8.4840590   5.7313653e-19
       8.8126968   6.6208818e-19
       9.1540647   7.6339136e-19
       9.5086558   8.7831865e-19
       9.8769823   1.0081390e-18
       10.259576   1.1540892e-18
       10.656990   1.3173227e-18
       11.069799   1.4988492e-18
       11.498598   1.6994989e-18
       11.944006   1.9198516e-18
       12.406668   2.1602103e-18
       12.887252   2.4205602e-18
       13.386452   2.7005744e-18
       13.904988   2.9995804e-18
       14.443611   3.3167620e-18
       15.003097   3.6509864e-18
       15.584256   4.0011650e-18
       16.187927   4.3661529e-18
       16.814981   4.7449591e-18
       17.466325   5.1366770e-18
       18.142899   5.5405038e-18
       18.845681   5.9555123e-18
       19.575685   6.3803013e-18
       20.333968   6.8127595e-18
       21.121623   7.2495798e-18
       21.939788   7.6858415e-18
       22.789646   8.1149875e-18
       23.672424   8.5286783e-18
       24.589397   8.9170585e-18
       25.541890   9.2691190e-18
       26.531278   9.5731434e-18
       27.558992   9.8171589e-18
       28.626515   9.9893912e-18
       29.735389   1.0078731e-17
       30.887217   1.0075106e-17
       32.083662   9.9706865e-18
       33.326452   9.7609858e-18
       34.617383   9.4458774e-18
       35.958319   9.0304739e-18
       37.351197   8.5251118e-18
       38.798030   7.9447247e-18
       40.300908   7.3078045e-18
       41.862000   6.6348150e-18
       43.483563   5.9466155e-18
       45.167939   5.2629182e-18
       46.917561   4.6009660e-18
       48.734956   3.9746744e-18
       50.622749   3.3943032e-18
       52.583668   2.8665100e-18
       54.620545   2.3947605e-18
       56.736322   1.9798850e-18
       58.934055   1.6206480e-18
       61.216920   1.3142788e-18
       63.588214   1.0569038e-18
       66.051362   8.4385353e-19
       68.609922   6.6990681e-19
       71.267591   5.2952797e-19
       74.028206   4.1716779e-19
       76.895757   3.2762918e-19
       79.874385   2.5639490e-19
       82.968393   1.9979629e-19
       86.182250   1.5497876e-19
       89.520598   1.1971528e-19
       92.988261   9.2190020e-20
       96.590247   7.0854099e-20
       100.33176   5.4378089e-20
       104.21820   4.1657842e-20
       108.25519   3.1821283e-20
       112.44855   2.4208938e-20
       116.80435   1.8330380e-20
       121.32888   1.3814030e-20
       126.02866   1.0367127e-20
       130.91050   7.7525476e-21
       135.98144   5.7784704e-21
       141.24880   4.2930936e-21
       146.72021   3.1790255e-21
       152.40355   2.3464524e-21
       158.30704   1.7265672e-21
       164.43921   1.2665272e-21
       170.80891   9.2597207e-22
       177.42535   6.7445167e-22
       184.29809   4.8922880e-22
       191.43704   3.5335147e-22
       198.85253   2.5410879e-22
       206.55527   1.8192798e-22
       214.55638   1.2962621e-22
       222.86742   9.1867888e-23
       231.50039   6.4726014e-23
       240.46777   4.5318265e-23
       249.78251   3.1523595e-23
       259.45807   2.1778724e-23
       269.50841   1.4936297e-23
       279.94807   1.0161679e-23
       290.79211   6.8529555e-24
       302.05621   4.5781790e-24
       313.75664   3.0280208e-24
       325.91029   1.9816118e-24
       338.53473   1.2822351e-24
       351.64818   8.1967040e-25
       365.26960   5.1715231e-25
       379.41865   3.2171274e-25
       394.11578   1.9712810e-25
       409.38222   1.1885972e-25
       425.24002   7.0455542e-26
       441.71208   4.1016462e-26
       458.82220   2.3421301e-26
       476.59510   1.3096682e-26
       495.05645   7.1576003e-27
       514.23292   3.8155719e-27
       534.15220   1.9800998e-27
       554.84308   9.9810169e-28
       576.33544   4.8740957e-28
       598.66032   2.2968869e-28
       621.84998   1.0397934e-28
       645.93791   4.5004032e-29
       670.95891   1.8536901e-29
       696.94912   7.2316813e-30
       723.94609   2.6464658e-30
       751.98880   9.1086418e-31
       781.11778   2.9062175e-31
       811.37510   8.5149857e-32
       842.80446   2.2683766e-32
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
