;============================ SPDUST.2 ===============================
;
;    Rotational emission from a population of spinning dust grains,
;    as described by Ali-Haimoud, Hirata & Dickinson, 2009, MNRAS, 395, 1055
;    and in Silsbee, Ali-Haimoud & Hirata, 2010
;    for an environment with parameters given below. 
;
;    nH = 0.400000 cm^-3
;    T = 6000.0000 K
;    Chi = 1.0000000
;    xh = 0.10000000
;    xC = 0.00030000000
;    mu(1E-7 cm) = 9.1909739 debye (this corresponds to beta = 0.38000000 debye)
;
;Diklike grains are assumed to be randomly 
;
;=====================================================================
;
;nu(GHz)       j_nu/nH(Jy sr-1 cm2/H)     
;
      0.50959197   1.4155488e-23
      0.52933149   1.5680967e-23
      0.54983563   1.7363347e-23
      0.57113402   1.9227543e-23
      0.59325742   2.1303006e-23
      0.61623779   2.3624245e-23
      0.64010833   2.6231119e-23
      0.66490352   2.9169728e-23
      0.69065916   3.2493340e-23
      0.71741248   3.6263613e-23
      0.74520212   4.0551943e-23
      0.77406820   4.5441394e-23
      0.80405245   5.1029090e-23
      0.83519816   5.7428691e-23
      0.86755033   6.4773260e-23
      0.90115569   7.3218851e-23
      0.93606278   8.2948846e-23
      0.97232204   9.4178991e-23
       1.0099858   1.0716269e-22
       1.0491086   1.2219782e-22
       1.0897467   1.3963528e-22
       1.1319591   1.5988833e-22
       1.1758066   1.8344371e-22
       1.2213525   2.1087458e-22
       1.2686627   2.4285692e-22
       1.3178055   2.8018744e-22
       1.3688519   3.2380598e-22
       1.4218757   3.7482106e-22
       1.4769534   4.3453984e-22
       1.5341645   5.0450510e-22
       1.5935918   5.8653719e-22
       1.6553210   6.8278481e-22
       1.7194414   7.9578323e-22
       1.7860455   9.2852493e-22
       1.8552297   1.0845446e-21
       1.9270937   1.2680131e-21
       2.0017414   1.4838548e-21
       2.0792807   1.7378862e-21
       2.1598236   2.0369741e-21
       2.2434863   2.3892251e-21
       2.3303898   2.8042161e-21
       2.4206596   3.2932524e-21
       2.5144261   3.8696802e-21
       2.6118247   4.5492609e-21
       2.7129962   5.3506048e-21
       2.8180866   6.2956672e-21
       2.9272477   7.4103667e-21
       3.0406374   8.7252837e-21
       3.1584193   1.0276493e-20
       3.2807635   1.2106533e-20
       3.4078469   1.4265542e-20
       3.5398530   1.6812581e-20
       3.6769725   1.9817198e-20
       3.8194034   2.3361204e-20
       3.9673515   2.7540791e-20
       4.1210305   3.2468890e-20
       4.2806624   3.8277930e-20
       4.4464778   4.5123032e-20
       4.6187162   5.3185544e-20
       4.7976264   6.2677041e-20
       4.9834669   7.3843789e-20
       5.1765061   8.6971767e-20
       5.3770228   1.0239165e-19
       5.5853067   1.2048477e-19
       5.8016587   1.4168897e-19
       6.0263913   1.6650383e-19
       6.2598291   1.9549672e-19
       6.5023094   2.2930629e-19
       6.7541823   2.6864709e-19
       7.0158118   3.1430976e-19
       7.2875757   3.6715859e-19
       7.5698666   4.2812550e-19
       7.8630924   4.9820098e-19
       8.1676765   5.7841342e-19
       8.4840590   6.6980247e-19
       8.8126968   7.7340085e-19
       9.1540647   8.9017017e-19
       9.5086558   1.0209727e-18
       9.8769823   1.1665155e-18
       10.259576   1.3272879e-18
       10.656990   1.5035170e-18
       11.069799   1.6951247e-18
       11.498598   1.9016798e-18
       11.944006   2.1224336e-18
       12.406668   2.3562679e-18
       12.887252   2.6018177e-18
       13.386452   2.8574712e-18
       13.904988   3.1215470e-18
       14.443611   3.3923270e-18
       15.003097   3.6681467e-18
       15.584256   3.9474598e-18
       16.187927   4.2287692e-18
       16.814981   4.5104766e-18
       17.466325   4.7907454e-18
       18.142899   5.0670893e-18
       18.845681   5.3362015e-18
       19.575685   5.5936758e-18
       20.333968   5.8339303e-18
       21.121623   6.0502609e-18
       21.939788   6.2351714e-18
       22.789646   6.3808618e-18
       23.672424   6.4797561e-18
       24.589397   6.5251377e-18
       25.541890   6.5115069e-18
       26.531278   6.4349466e-18
       27.558992   6.2933723e-18
       28.626515   6.0869151e-18
       29.735389   5.8183789e-18
       30.887217   5.4936584e-18
       32.083662   5.1216509e-18
       33.326452   4.7137640e-18
       34.617383   4.2828760e-18
       35.958319   3.8422054e-18
       37.351197   3.4042206e-18
       38.798030   2.9798214e-18
       40.300908   2.5778328e-18
       41.862000   2.2048099e-18
       43.483563   1.8650431e-18
       45.167939   1.5608486e-18
       46.917561   1.2928691e-18
       48.734956   1.0604243e-18
       50.622749   8.6183211e-19
       52.583668   6.9466893e-19
       54.620545   5.5597983e-19
       56.736322   4.4244787e-19
       58.934055   3.5055117e-19
       61.216920   2.7677135e-19
       63.588214   2.1781269e-19
       66.051362   1.7079764e-19
       68.609922   1.3337015e-19
       71.267591   1.0367864e-19
       74.028206   8.0268085e-20
       76.895757   6.1950570e-20
       79.874385   4.7714946e-20
       82.968393   3.6694825e-20
       86.182250   2.8169182e-20
       89.520598   2.1565434e-20
       92.988261   1.6447417e-20
       96.590247   1.2488667e-20
       100.33176   9.4411228e-21
       104.21820   7.1095697e-21
       108.25519   5.3361717e-21
       112.44855   3.9932949e-21
       116.80435   2.9797183e-21
       121.32888   2.2169316e-21
       126.02866   1.6447277e-21
       130.91050   1.2169194e-21
       135.98144   8.9798829e-22
       141.24880   6.6074479e-22
       146.72021   4.8460815e-22
       152.40355   3.5415790e-22
       158.30704   2.5786291e-22
       164.43921   1.8705146e-22
       170.80891   1.3516959e-22
       177.42535   9.7277254e-23
       184.29809   6.9686120e-23
       191.43704   4.9667898e-23
       198.85253   3.5209408e-23
       206.55527   2.4820391e-23
       214.55638   1.7394782e-23
       222.86742   1.2114194e-23
       231.50039   8.3782959e-24
       240.46777   5.7505022e-24
       249.78251   3.9146438e-24
       259.45807   2.6418464e-24
       269.50841   1.7665778e-24
       279.94807   1.1697102e-24
       290.79211   7.6627628e-25
       302.05621   4.9620266e-25
       313.75664   3.1732497e-25
       325.91029   2.0023617e-25
       338.53473   1.2456663e-25
       351.64818   7.6330805e-26
       365.26960   4.6028393e-26
       379.41865   2.7282545e-26
       394.11578   1.5874463e-26
       409.38222   9.0534857e-27
       425.24002   5.0531780e-27
       441.71208   2.7560125e-27
       458.82220   1.4663977e-27
       476.59510   7.5947440e-28
       495.05645   3.8173726e-28
       514.23292   1.8549916e-28
       534.15220   8.6765041e-29
       554.84308   3.8921383e-29
       576.33544   1.6665118e-29
       598.66032   6.7759571e-30
       621.84998   2.5993385e-30
       645.93791   9.3339313e-31
       670.95891   3.0874011e-31
       696.94912   9.4800814e-32
       723.94609   2.6482945e-32
       751.98880   6.6559210e-33
       781.11778       0.0000000
       811.37510       0.0000000
       842.80446       0.0000000
       875.45127       0.0000000
       909.36268       0.0000000
       944.58768       0.0000000
       981.17715       0.0000000
